date,phc_id,staff_id,role,shift,scheduled,present,leave_type
2025-01-16,PHC_006,STAFF_0058,doctor,MORNING,True,True,none
2025-01-16,PHC_006,STAFF_0059,nurse,EVENING,True,True,none
2025-01-16,PHC_006,STAFF_0060,nurse,EVENING,True,True,none
2025-01-16,PHC_006,STAFF_0061,nurse,NIGHT,True,True,none
2025-01-16,PHC_006,STAFF_0062,nurse,MORNING,True,True,none
2025-01-16,PHC_006,STAFF_0063,nurse,NIGHT,True,True,none
2025-01-16,PHC_006,STAFF_0064,nurse,NIGHT,True,False,sick
2025-01-16,PHC_006,STAFF_0065,nurse,MORNING,True,True,none
2025-01-16,PHC_006,STAFF_0066,nurse,EVENING,True,True,none
2025-01-16,PHC_006,STAFF_0067,nurse,MORNING,True,True,none
2025-01-16,PHC_006,STAFF_0068,nurse,MORNING,True,True,none
2025-01-16,PHC_006,STAFF_0069,nurse,MORNING,True,True,none
2025-01-16,PHC_006,STAFF_0070,pharmacist,NIGHT,True,True,none
2025-01-16,PHC_006,STAFF_0071,pharmacist,EVENING,True,True,none
2025-01-17,PHC_006,STAFF_0057,doctor,EVENING,True,False,unplanned
2025-01-17,PHC_006,STAFF_0058,doctor,MORNING,True,True,none
2025-01-17,PHC_006,STAFF_0060,nurse,MORNING,True,True,none
2025-01-17,PHC_006,STAFF_0062,nurse,EVENING,True,True,none
2025-01-17,PHC_006,STAFF_0063,nurse,EVENING,True,True,none
2025-01-17,PHC_006,STAFF_0064,nurse,EVENING,True,True,none
2025-01-17,PHC_006,STAFF_0065,nurse,MORNING,True,True,none
2025-01-17,PHC_006,STAFF_0068,nurse,MORNING,True,False,unplanned
2025-01-17,PHC_006,STAFF_0069,nurse,MORNING,True,True,none
2025-01-17,PHC_006,STAFF_0070,pharmacist,MORNING,True,True,none
2025-01-17,PHC_006,STAFF_0071,pharmacist,NIGHT,True,True,none
2025-01-18,PHC_006,STAFF_0057,doctor,MORNING,True,True,none
2025-01-18,PHC_006,STAFF_0058,doctor,MORNING,True,False,unplanned
2025-01-18,PHC_006,STAFF_0060,nurse,NIGHT,True,True,none
2025-01-18,PHC_006,STAFF_0061,nurse,EVENING,True,True,none
2025-01-18,PHC_006,STAFF_0063,nurse,NIGHT,True,False,sick
2025-01-18,PHC_006,STAFF_0064,nurse,NIGHT,True,True,none
2025-01-18,PHC_006,STAFF_0065,nurse,EVENING,True,True,none
2025-01-18,PHC_006,STAFF_0066,nurse,EVENING,True,True,none
2025-01-18,PHC_006,STAFF_0067,nurse,EVENING,True,True,none
2025-01-18,PHC_006,STAFF_0068,nurse,MORNING,True,True,none
2025-01-18,PHC_006,STAFF_0069,nurse,EVENING,True,True,none
2025-01-18,PHC_006,STAFF_0070,pharmacist,MORNING,True,False,planned
2025-01-18,PHC_006,STAFF_0071,pharmacist,EVENING,True,True,none
2025-01-19,PHC_006,STAFF_0056,doctor,MORNING,True,True,none
2025-01-19,PHC_006,STAFF_0057,doctor,EVENING,True,True,none
2025-01-19,PHC_006,STAFF_0058,doctor,EVENING,True,True,none
2025-01-19,PHC_006,STAFF_0059,nurse,MORNING,True,True,none
2025-01-19,PHC_006,STAFF_0060,nurse,MORNING,True,False,sick
2025-01-19,PHC_006,STAFF_0061,nurse,MORNING,True,False,sick
2025-01-19,PHC_006,STAFF_0062,nurse,MORNING,True,False,sick
2025-01-19,PHC_006,STAFF_0064,nurse,NIGHT,True,True,none
2025-01-19,PHC_006,STAFF_0065,nurse,EVENING,True,False,sick
2025-01-19,PHC_006,STAFF_0066,nurse,MORNING,True,True,none
2025-01-19,PHC_006,STAFF_0067,nurse,EVENING,True,True,none
2025-01-19,PHC_006,STAFF_0068,nurse,EVENING,True,False,unplanned
2025-01-19,PHC_006,STAFF_0069,nurse,NIGHT,True,False,sick
2025-01-19,PHC_006,STAFF_0070,pharmacist,EVENING,True,True,none
2025-01-19,PHC_006,STAFF_0071,pharmacist,EVENING,True,False,sick
2025-01-20,PHC_006,STAFF_0056,doctor,EVENING,True,True,none
2025-01-20,PHC_006,STAFF_0057,doctor,NIGHT,True,True,none
2025-01-20,PHC_006,STAFF_0058,doctor,EVENING,True,True,none
2025-01-20,PHC_006,STAFF_0059,nurse,EVENING,True,False,planned
2025-01-20,PHC_006,STAFF_0060,nurse,MORNING,True,True,none
2025-01-20,PHC_006,STAFF_0061,nurse,EVENING,True,True,none
2025-01-20,PHC_006,STAFF_0062,nurse,MORNING,True,False,sick
2025-01-20,PHC_006,STAFF_0063,nurse,EVENING,True,False,unplanned
2025-01-20,PHC_006,STAFF_0064,nurse,EVENING,True,True,none
2025-01-20,PHC_006,STAFF_0066,nurse,MORNING,True,True,none
2025-01-20,PHC_006,STAFF_0067,nurse,EVENING,True,True,none
2025-01-20,PHC_006,STAFF_0069,nurse,EVENING,True,True,none
2025-01-20,PHC_006,STAFF_0070,pharmacist,EVENING,True,True,none
2025-01-21,PHC_006,STAFF_0056,doctor,MORNING,True,True,none
2025-01-21,PHC_006,STAFF_0057,doctor,MORNING,True,True,none
2025-01-21,PHC_006,STAFF_0058,doctor,NIGHT,True,True,none
2025-01-21,PHC_006,STAFF_0059,nurse,MORNING,True,True,none
2025-01-21,PHC_006,STAFF_0060,nurse,MORNING,True,True,none
2025-01-21,PHC_006,STAFF_0061,nurse,EVENING,True,False,unplanned
2025-01-21,PHC_006,STAFF_0062,nurse,EVENING,True,False,unplanned
2025-01-21,PHC_006,STAFF_0064,nurse,MORNING,True,True,none
2025-01-21,PHC_006,STAFF_0066,nurse,NIGHT,True,True,none
2025-01-21,PHC_006,STAFF_0067,nurse,MORNING,True,True,none
2025-01-21,PHC_006,STAFF_0068,nurse,EVENING,True,True,none
2025-01-21,PHC_006,STAFF_0070,pharmacist,EVENING,True,True,none
2025-01-21,PHC_006,STAFF_0071,pharmacist,NIGHT,True,True,none
2025-01-22,PHC_006,STAFF_0056,doctor,MORNING,True,True,none
2025-01-22,PHC_006,STAFF_0057,doctor,NIGHT,True,True,none
2025-01-22,PHC_006,STAFF_0058,doctor,MORNING,True,True,none
2025-01-22,PHC_006,STAFF_0059,nurse,MORNING,True,True,none
2025-01-22,PHC_006,STAFF_0061,nurse,EVENING,True,True,none
2025-01-22,PHC_006,STAFF_0062,nurse,MORNING,True,True,none
2025-01-22,PHC_006,STAFF_0063,nurse,NIGHT,True,False,sick
2025-01-22,PHC_006,STAFF_0064,nurse,NIGHT,True,True,none
2025-01-22,PHC_006,STAFF_0065,nurse,EVENING,True,True,none
2025-01-22,PHC_006,STAFF_0067,nurse,EVENING,True,True,none
2025-01-22,PHC_006,STAFF_0068,nurse,NIGHT,True,True,none
2025-01-22,PHC_006,STAFF_0069,nurse,EVENING,True,True,none
2025-01-22,PHC_006,STAFF_0070,pharmacist,MORNING,True,True,none
2025-01-23,PHC_006,STAFF_0056,doctor,MORNING,True,True,none
2025-01-23,PHC_006,STAFF_0057,doctor,MORNING,True,True,none
2025-01-23,PHC_006,STAFF_0058,doctor,MORNING,True,True,none
2025-01-23,PHC_006,STAFF_0059,nurse,MORNING,True,False,planned
2025-01-23,PHC_006,STAFF_0060,nurse,MORNING,True,True,none
2025-01-23,PHC_006,STAFF_0062,nurse,MORNING,True,True,none
2025-01-23,PHC_006,STAFF_0063,nurse,NIGHT,True,True,none
2025-01-23,PHC_006,STAFF_0064,nurse,EVENING,True,True,none
2025-01-23,PHC_006,STAFF_0065,nurse,NIGHT,True,True,none
2025-01-23,PHC_006,STAFF_0066,nurse,MORNING,True,True,none
2025-01-23,PHC_006,STAFF_0067,nurse,EVENING,True,True,none
2025-01-23,PHC_006,STAFF_0069,nurse,MORNING,True,True,none
2025-01-24,PHC_006,STAFF_0056,doctor,MORNING,True,True,none
2025-01-24,PHC_006,STAFF_0058,doctor,EVENING,True,True,none
2025-01-24,PHC_006,STAFF_0059,nurse,MORNING,True,True,none
2025-01-24,PHC_006,STAFF_0060,nurse,EVENING,True,True,none
2025-01-24,PHC_006,STAFF_0061,nurse,EVENING,True,False,sick
2025-01-24,PHC_006,STAFF_0062,nurse,EVENING,True,True,none
2025-01-24,PHC_006,STAFF_0063,nurse,NIGHT,True,True,none
2025-01-24,PHC_006,STAFF_0064,nurse,MORNING,True,True,none
2025-01-24,PHC_006,STAFF_0065,nurse,MORNING,True,True,none
2025-01-24,PHC_006,STAFF_0066,nurse,MORNING,True,True,none
2025-01-24,PHC_006,STAFF_0068,nurse,EVENING,True,True,none
2025-01-24,PHC_006,STAFF_0069,nurse,MORNING,True,True,none
2025-01-24,PHC_006,STAFF_0070,pharmacist,EVENING,True,True,none
2025-01-24,PHC_006,STAFF_0071,pharmacist,MORNING,True,False,planned
2025-01-25,PHC_006,STAFF_0057,doctor,MORNING,True,True,none
2025-01-25,PHC_006,STAFF_0059,nurse,EVENING,True,True,none
2025-01-25,PHC_006,STAFF_0061,nurse,MORNING,True,False,planned
2025-01-25,PHC_006,STAFF_0062,nurse,EVENING,True,True,none
2025-01-25,PHC_006,STAFF_0064,nurse,EVENING,True,True,none
2025-01-25,PHC_006,STAFF_0065,nurse,EVENING,True,True,none
2025-01-25,PHC_006,STAFF_0066,nurse,MORNING,True,True,none
2025-01-25,PHC_006,STAFF_0067,nurse,NIGHT,True,True,none
2025-01-25,PHC_006,STAFF_0068,nurse,MORNING,True,False,planned
2025-01-25,PHC_006,STAFF_0070,pharmacist,MORNING,True,True,none
2025-01-25,PHC_006,STAFF_0071,pharmacist,EVENING,True,False,sick
2025-01-26,PHC_006,STAFF_0056,doctor,EVENING,True,True,none
2025-01-26,PHC_006,STAFF_0057,doctor,MORNING,True,True,none
2025-01-26,PHC_006,STAFF_0058,doctor,NIGHT,True,True,none
2025-01-26,PHC_006,STAFF_0059,nurse,MORNING,True,True,none
2025-01-26,PHC_006,STAFF_0060,nurse,NIGHT,True,True,none
2025-01-26,PHC_006,STAFF_0061,nurse,MORNING,True,True,none
2025-01-26,PHC_006,STAFF_0062,nurse,NIGHT,True,True,none
2025-01-26,PHC_006,STAFF_0064,nurse,EVENING,True,True,none
2025-01-26,PHC_006,STAFF_0065,nurse,MORNING,True,True,none
2025-01-26,PHC_006,STAFF_0066,nurse,EVENING,True,True,none
2025-01-26,PHC_006,STAFF_0067,nurse,MORNING,True,True,none
2025-01-26,PHC_006,STAFF_0068,nurse,MORNING,True,False,planned
2025-01-26,PHC_006,STAFF_0069,nurse,MORNING,True,False,sick
2025-01-26,PHC_006,STAFF_0070,pharmacist,MORNING,True,True,none
2025-01-26,PHC_006,STAFF_0071,pharmacist,MORNING,True,False,unplanned
2025-01-27,PHC_006,STAFF_0056,doctor,NIGHT,True,True,none
2025-01-27,PHC_006,STAFF_0057,doctor,MORNING,True,True,none
2025-01-27,PHC_006,STAFF_0058,doctor,MORNING,True,True,none
2025-01-27,PHC_006,STAFF_0059,nurse,MORNING,True,True,none
2025-01-27,PHC_006,STAFF_0060,nurse,MORNING,True,True,none
2025-01-27,PHC_006,STAFF_0061,nurse,EVENING,True,True,none
2025-01-27,PHC_006,STAFF_0062,nurse,EVENING,True,False,sick
2025-01-27,PHC_006,STAFF_0063,nurse,EVENING,True,True,none
2025-01-27,PHC_006,STAFF_0064,nurse,NIGHT,True,True,none
2025-01-27,PHC_006,STAFF_0065,nurse,EVENING,True,True,none
2025-01-27,PHC_006,STAFF_0068,nurse,NIGHT,True,True,none
2025-01-27,PHC_006,STAFF_0069,nurse,NIGHT,True,True,none
2025-01-27,PHC_006,STAFF_0070,pharmacist,MORNING,True,True,none
2025-01-27,PHC_006,STAFF_0071,pharmacist,MORNING,True,False,unplanned
2025-01-28,PHC_006,STAFF_0056,doctor,MORNING,True,True,none
2025-01-28,PHC_006,STAFF_0057,doctor,MORNING,True,True,none
2025-01-28,PHC_006,STAFF_0058,doctor,EVENING,True,True,none
2025-01-28,PHC_006,STAFF_0059,nurse,NIGHT,True,True,none
2025-01-28,PHC_006,STAFF_0061,nurse,EVENING,True,True,none
2025-01-28,PHC_006,STAFF_0062,nurse,NIGHT,True,True,none
2025-01-28,PHC_006,STAFF_0063,nurse,EVENING,True,False,sick
2025-01-28,PHC_006,STAFF_0064,nurse,MORNING,True,True,none
2025-01-28,PHC_006,STAFF_0065,nurse,NIGHT,True,True,none
2025-01-28,PHC_006,STAFF_0066,nurse,EVENING,True,True,none
2025-01-28,PHC_006,STAFF_0067,nurse,MORNING,True,True,none
2025-01-28,PHC_006,STAFF_0068,nurse,NIGHT,True,True,none
2025-01-28,PHC_006,STAFF_0069,nurse,MORNING,True,True,none
2025-01-28,PHC_006,STAFF_0070,pharmacist,MORNING,True,True,none
2025-01-28,PHC_006,STAFF_0071,pharmacist,EVENING,True,True,none
2025-01-29,PHC_006,STAFF_0056,doctor,MORNING,True,True,none
2025-01-29,PHC_006,STAFF_0057,doctor,EVENING,True,True,none
2025-01-29,PHC_006,STAFF_0058,doctor,EVENING,True,True,none
2025-01-29,PHC_006,STAFF_0059,nurse,MORNING,True,True,none
2025-01-29,PHC_006,STAFF_0060,nurse,MORNING,True,True,none
2025-01-29,PHC_006,STAFF_0061,nurse,MORNING,True,True,none
2025-01-29,PHC_006,STAFF_0062,nurse,MORNING,True,True,none
2025-01-29,PHC_006,STAFF_0063,nurse,NIGHT,True,False,unplanned
2025-01-29,PHC_006,STAFF_0065,nurse,NIGHT,True,True,none
2025-01-29,PHC_006,STAFF_0067,nurse,MORNING,True,False,sick
2025-01-29,PHC_006,STAFF_0068,nurse,NIGHT,True,False,planned
2025-01-29,PHC_006,STAFF_0069,nurse,EVENING,True,True,none
2025-01-29,PHC_006,STAFF_0070,pharmacist,MORNING,True,True,none
2025-01-30,PHC_006,STAFF_0056,doctor,MORNING,True,True,none
2025-01-30,PHC_006,STAFF_0057,doctor,MORNING,True,True,none
2025-01-30,PHC_006,STAFF_0058,doctor,MORNING,True,True,none
2025-01-30,PHC_006,STAFF_0059,nurse,MORNING,True,True,none
2025-01-30,PHC_006,STAFF_0062,nurse,EVENING,True,True,none
2025-01-30,PHC_006,STAFF_0064,nurse,EVENING,True,True,none
2025-01-30,PHC_006,STAFF_0065,nurse,MORNING,True,True,none
2025-01-30,PHC_006,STAFF_0066,nurse,NIGHT,True,True,none
2025-01-30,PHC_006,STAFF_0067,nurse,MORNING,True,True,none
2025-01-30,PHC_006,STAFF_0068,nurse,MORNING,True,True,none
2025-01-30,PHC_006,STAFF_0069,nurse,NIGHT,True,True,none
2025-01-30,PHC_006,STAFF_0070,pharmacist,EVENING,True,True,none
2025-01-31,PHC_006,STAFF_0056,doctor,MORNING,True,True,none
2025-01-31,PHC_006,STAFF_0057,doctor,EVENING,True,False,planned
2025-01-31,PHC_006,STAFF_0058,doctor,EVENING,True,True,none
2025-01-31,PHC_006,STAFF_0059,nurse,MORNING,True,True,none
2025-01-31,PHC_006,STAFF_0060,nurse,EVENING,True,True,none
2025-01-31,PHC_006,STAFF_0061,nurse,MORNING,True,False,sick
2025-01-31,PHC_006,STAFF_0062,nurse,NIGHT,True,True,none
2025-01-31,PHC_006,STAFF_0063,nurse,EVENING,True,True,none
2025-01-31,PHC_006,STAFF_0064,nurse,MORNING,True,True,none
2025-01-31,PHC_006,STAFF_0065,nurse,NIGHT,True,True,none
2025-01-31,PHC_006,STAFF_0068,nurse,NIGHT,True,True,none
2025-01-31,PHC_006,STAFF_0069,nurse,EVENING,True,False,planned
2025-01-31,PHC_006,STAFF_0070,pharmacist,MORNING,True,True,none
2025-01-31,PHC_006,STAFF_0071,pharmacist,MORNING,True,False,planned
2025-02-01,PHC_006,STAFF_0056,doctor,MORNING,True,True,none
2025-02-01,PHC_006,STAFF_0057,doctor,NIGHT,True,True,none
2025-02-01,PHC_006,STAFF_0058,doctor,MORNING,True,True,none
2025-02-01,PHC_006,STAFF_0059,nurse,EVENING,True,False,unplanned
2025-02-01,PHC_006,STAFF_0060,nurse,MORNING,True,True,none
2025-02-01,PHC_006,STAFF_0061,nurse,EVENING,True,True,none
2025-02-01,PHC_006,STAFF_0062,nurse,MORNING,True,False,sick
2025-02-01,PHC_006,STAFF_0063,nurse,NIGHT,True,True,none
2025-02-01,PHC_006,STAFF_0065,nurse,NIGHT,True,True,none
2025-02-01,PHC_006,STAFF_0068,nurse,MORNING,True,True,none
2025-02-01,PHC_006,STAFF_0069,nurse,MORNING,True,True,none
2025-02-01,PHC_006,STAFF_0071,pharmacist,NIGHT,True,True,none
2025-02-02,PHC_006,STAFF_0056,doctor,MORNING,True,False,planned
2025-02-02,PHC_006,STAFF_0057,doctor,MORNING,True,True,none
2025-02-02,PHC_006,STAFF_0058,doctor,NIGHT,True,True,none
2025-02-02,PHC_006,STAFF_0059,nurse,EVENING,True,True,none
2025-02-02,PHC_006,STAFF_0060,nurse,MORNING,True,False,sick
2025-02-02,PHC_006,STAFF_0064,nurse,NIGHT,True,True,none
2025-02-02,PHC_006,STAFF_0065,nurse,EVENING,True,False,sick
2025-02-02,PHC_006,STAFF_0066,nurse,MORNING,True,True,none
2025-02-02,PHC_006,STAFF_0067,nurse,MORNING,True,True,none
2025-02-02,PHC_006,STAFF_0068,nurse,NIGHT,True,True,none
2025-02-02,PHC_006,STAFF_0069,nurse,EVENING,True,True,none
2025-02-02,PHC_006,STAFF_0070,pharmacist,MORNING,True,True,none
2025-02-02,PHC_006,STAFF_0071,pharmacist,MORNING,True,True,none
2025-02-03,PHC_006,STAFF_0056,doctor,MORNING,True,False,sick
2025-02-03,PHC_006,STAFF_0058,doctor,EVENING,True,False,sick
2025-02-03,PHC_006,STAFF_0059,nurse,EVENING,True,False,unplanned
2025-02-03,PHC_006,STAFF_0060,nurse,MORNING,True,True,none
2025-02-03,PHC_006,STAFF_0061,nurse,MORNING,True,True,none
2025-02-03,PHC_006,STAFF_0062,nurse,EVENING,True,False,sick
2025-02-03,PHC_006,STAFF_0063,nurse,MORNING,True,False,sick
2025-02-03,PHC_006,STAFF_0064,nurse,NIGHT,True,True,none
2025-02-03,PHC_006,STAFF_0065,nurse,MORNING,True,False,unplanned
2025-02-03,PHC_006,STAFF_0066,nurse,EVENING,True,True,none
2025-02-03,PHC_006,STAFF_0067,nurse,MORNING,True,True,none
2025-02-03,PHC_006,STAFF_0068,nurse,NIGHT,True,True,none
2025-02-03,PHC_006,STAFF_0069,nurse,EVENING,True,True,none
2025-02-03,PHC_006,STAFF_0070,pharmacist,MORNING,True,True,none
2025-02-03,PHC_006,STAFF_0071,pharmacist,NIGHT,True,True,none
2025-02-04,PHC_006,STAFF_0056,doctor,EVENING,True,True,none
2025-02-04,PHC_006,STAFF_0057,doctor,EVENING,True,False,unplanned
2025-02-04,PHC_006,STAFF_0058,doctor,MORNING,True,False,unplanned
2025-02-04,PHC_006,STAFF_0059,nurse,EVENING,True,True,none
2025-02-04,PHC_006,STAFF_0060,nurse,EVENING,True,True,none
2025-02-04,PHC_006,STAFF_0061,nurse,MORNING,True,True,none
2025-02-04,PHC_006,STAFF_0062,nurse,NIGHT,True,True,none
2025-02-04,PHC_006,STAFF_0063,nurse,MORNING,True,True,none
2025-02-04,PHC_006,STAFF_0064,nurse,NIGHT,True,True,none
2025-02-04,PHC_006,STAFF_0065,nurse,EVENING,True,True,none
2025-02-04,PHC_006,STAFF_0066,nurse,EVENING,True,False,sick
2025-02-04,PHC_006,STAFF_0067,nurse,EVENING,True,True,none
2025-02-04,PHC_006,STAFF_0068,nurse,EVENING,True,True,none
2025-02-04,PHC_006,STAFF_0069,nurse,MORNING,True,True,none
2025-02-04,PHC_006,STAFF_0070,pharmacist,MORNING,True,True,none
2025-02-04,PHC_006,STAFF_0071,pharmacist,MORNING,True,True,none
2025-02-05,PHC_006,STAFF_0056,doctor,MORNING,True,True,none
2025-02-05,PHC_006,STAFF_0058,doctor,MORNING,True,True,none
2025-02-05,PHC_006,STAFF_0059,nurse,EVENING,True,True,none
2025-02-05,PHC_006,STAFF_0060,nurse,EVENING,True,True,none
2025-02-05,PHC_006,STAFF_0061,nurse,MORNING,True,False,sick
2025-02-05,PHC_006,STAFF_0062,nurse,EVENING,True,False,sick
2025-02-05,PHC_006,STAFF_0063,nurse,MORNING,True,False,sick
2025-02-05,PHC_006,STAFF_0064,nurse,EVENING,True,True,none
2025-02-05,PHC_006,STAFF_0065,nurse,NIGHT,True,False,planned
2025-02-05,PHC_006,STAFF_0067,nurse,EVENING,True,True,none
2025-02-05,PHC_006,STAFF_0068,nurse,MORNING,True,True,none
2025-02-05,PHC_006,STAFF_0069,nurse,NIGHT,True,True,none
2025-02-06,PHC_006,STAFF_0056,doctor,MORNING,True,True,none
2025-02-06,PHC_006,STAFF_0058,doctor,MORNING,True,True,none
2025-02-06,PHC_006,STAFF_0059,nurse,MORNING,True,True,none
2025-02-06,PHC_006,STAFF_0060,nurse,MORNING,True,True,none
2025-02-06,PHC_006,STAFF_0061,nurse,EVENING,True,False,planned
2025-02-06,PHC_006,STAFF_0062,nurse,EVENING,True,True,none
2025-02-06,PHC_006,STAFF_0063,nurse,NIGHT,True,True,none
2025-02-06,PHC_006,STAFF_0064,nurse,MORNING,True,True,none
2025-02-06,PHC_006,STAFF_0065,nurse,MORNING,True,True,none
2025-02-06,PHC_006,STAFF_0066,nurse,EVENING,True,True,none
2025-02-06,PHC_006,STAFF_0067,nurse,NIGHT,True,True,none
2025-02-06,PHC_006,STAFF_0069,nurse,MORNING,True,False,unplanned
2025-02-06,PHC_006,STAFF_0070,pharmacist,NIGHT,True,True,none
2025-02-06,PHC_006,STAFF_0071,pharmacist,MORNING,True,True,none
2025-02-07,PHC_006,STAFF_0056,doctor,NIGHT,True,True,none
2025-02-07,PHC_006,STAFF_0057,doctor,EVENING,True,True,none
2025-02-07,PHC_006,STAFF_0059,nurse,NIGHT,True,True,none
2025-02-07,PHC_006,STAFF_0061,nurse,MORNING,True,True,none
2025-02-07,PHC_006,STAFF_0063,nurse,MORNING,True,True,none
2025-02-07,PHC_006,STAFF_0064,nurse,EVENING,True,True,none
2025-02-07,PHC_006,STAFF_0065,nurse,EVENING,True,False,sick
2025-02-07,PHC_006,STAFF_0066,nurse,MORNING,True,False,unplanned
2025-02-07,PHC_006,STAFF_0068,nurse,NIGHT,True,True,none
2025-02-07,PHC_006,STAFF_0069,nurse,EVENING,True,False,planned
2025-02-07,PHC_006,STAFF_0070,pharmacist,NIGHT,True,True,none
2025-02-07,PHC_006,STAFF_0071,pharmacist,MORNING,True,False,sick
2025-02-08,PHC_006,STAFF_0056,doctor,MORNING,True,True,none
2025-02-08,PHC_006,STAFF_0058,doctor,MORNING,True,True,none
2025-02-08,PHC_006,STAFF_0059,nurse,MORNING,True,True,none
2025-02-08,PHC_006,STAFF_0060,nurse,MORNING,True,True,none
2025-02-08,PHC_006,STAFF_0061,nurse,EVENING,True,True,none
2025-02-08,PHC_006,STAFF_0063,nurse,MORNING,True,True,none
2025-02-08,PHC_006,STAFF_0064,nurse,MORNING,True,True,none
2025-02-08,PHC_006,STAFF_0066,nurse,NIGHT,True,True,none
2025-02-08,PHC_006,STAFF_0067,nurse,EVENING,True,True,none
2025-02-08,PHC_006,STAFF_0069,nurse,EVENING,True,True,none
2025-02-08,PHC_006,STAFF_0071,pharmacist,EVENING,True,True,none
2025-02-09,PHC_006,STAFF_0056,doctor,MORNING,True,True,none
2025-02-09,PHC_006,STAFF_0057,doctor,EVENING,True,False,planned
2025-02-09,PHC_006,STAFF_0059,nurse,EVENING,True,False,planned
2025-02-09,PHC_006,STAFF_0060,nurse,MORNING,True,False,sick
2025-02-09,PHC_006,STAFF_0061,nurse,NIGHT,True,True,none
2025-02-09,PHC_006,STAFF_0062,nurse,MORNING,True,False,planned
2025-02-09,PHC_006,STAFF_0063,nurse,EVENING,True,True,none
2025-02-09,PHC_006,STAFF_0064,nurse,EVENING,True,True,none
2025-02-09,PHC_006,STAFF_0065,nurse,MORNING,True,True,none
2025-02-09,PHC_006,STAFF_0066,nurse,EVENING,True,True,none
2025-02-09,PHC_006,STAFF_0067,nurse,MORNING,True,True,none
2025-02-09,PHC_006,STAFF_0068,nurse,EVENING,True,False,planned
2025-02-09,PHC_006,STAFF_0069,nurse,EVENING,True,True,none
2025-02-09,PHC_006,STAFF_0070,pharmacist,MORNING,True,True,none
2025-02-09,PHC_006,STAFF_0071,pharmacist,NIGHT,True,True,none
2025-02-10,PHC_006,STAFF_0057,doctor,MORNING,True,True,none
2025-02-10,PHC_006,STAFF_0058,doctor,NIGHT,True,True,none
2025-02-10,PHC_006,STAFF_0059,nurse,EVENING,True,True,none
2025-02-10,PHC_006,STAFF_0061,nurse,MORNING,True,True,none
2025-02-10,PHC_006,STAFF_0062,nurse,MORNING,True,True,none
2025-02-10,PHC_006,STAFF_0063,nurse,MORNING,True,False,planned
2025-02-10,PHC_006,STAFF_0064,nurse,MORNING,True,True,none
2025-02-10,PHC_006,STAFF_0065,nurse,MORNING,True,True,none
2025-02-10,PHC_006,STAFF_0066,nurse,MORNING,True,True,none
2025-02-10,PHC_006,STAFF_0067,nurse,NIGHT,True,True,none
2025-02-10,PHC_006,STAFF_0069,nurse,NIGHT,True,True,none
2025-02-10,PHC_006,STAFF_0070,pharmacist,EVENING,True,False,sick
2025-02-10,PHC_006,STAFF_0071,pharmacist,MORNING,True,False,planned
2025-02-11,PHC_006,STAFF_0056,doctor,NIGHT,True,True,none
2025-02-11,PHC_006,STAFF_0057,doctor,MORNING,True,True,none
2025-02-11,PHC_006,STAFF_0058,doctor,MORNING,True,True,none
2025-02-11,PHC_006,STAFF_0059,nurse,EVENING,True,True,none
2025-02-11,PHC_006,STAFF_0060,nurse,NIGHT,True,True,none
2025-02-11,PHC_006,STAFF_0061,nurse,EVENING,True,False,planned
2025-02-11,PHC_006,STAFF_0062,nurse,MORNING,True,True,none
2025-02-11,PHC_006,STAFF_0063,nurse,EVENING,True,True,none
2025-02-11,PHC_006,STAFF_0064,nurse,EVENING,True,True,none
2025-02-11,PHC_006,STAFF_0065,nurse,MORNING,True,False,sick
2025-02-11,PHC_006,STAFF_0066,nurse,NIGHT,True,True,none
2025-02-11,PHC_006,STAFF_0069,nurse,MORNING,True,True,none
2025-02-11,PHC_006,STAFF_0070,pharmacist,MORNING,True,False,planned
2025-02-11,PHC_006,STAFF_0071,pharmacist,EVENING,True,True,none
2025-02-12,PHC_006,STAFF_0056,doctor,EVENING,True,True,none
2025-02-12,PHC_006,STAFF_0057,doctor,MORNING,True,True,none
2025-02-12,PHC_006,STAFF_0058,doctor,MORNING,True,True,none
2025-02-12,PHC_006,STAFF_0059,nurse,MORNING,True,True,none
2025-02-12,PHC_006,STAFF_0060,nurse,MORNING,True,True,none
2025-02-12,PHC_006,STAFF_0063,nurse,NIGHT,True,True,none
2025-02-12,PHC_006,STAFF_0064,nurse,MORNING,True,False,sick
2025-02-12,PHC_006,STAFF_0065,nurse,EVENING,True,True,none
2025-02-12,PHC_006,STAFF_0066,nurse,EVENING,True,True,none
2025-02-12,PHC_006,STAFF_0067,nurse,MORNING,True,True,none
2025-02-12,PHC_006,STAFF_0069,nurse,MORNING,True,True,none
2025-02-12,PHC_006,STAFF_0070,pharmacist,MORNING,True,True,none
2025-02-12,PHC_006,STAFF_0071,pharmacist,EVENING,True,True,none
2025-02-13,PHC_006,STAFF_0056,doctor,MORNING,True,True,none
2025-02-13,PHC_006,STAFF_0058,doctor,MORNING,True,True,none
2025-02-13,PHC_006,STAFF_0060,nurse,MORNING,True,True,none
2025-02-13,PHC_006,STAFF_0061,nurse,EVENING,True,False,sick
2025-02-13,PHC_006,STAFF_0062,nurse,MORNING,True,True,none
2025-02-13,PHC_006,STAFF_0063,nurse,EVENING,True,False,unplanned
2025-02-13,PHC_006,STAFF_0064,nurse,MORNING,True,False,planned
2025-02-13,PHC_006,STAFF_0065,nurse,NIGHT,True,True,none
