phc_id,staff_id,role,reliability_score
PHC_058,STAFF_0626,pharmacist,0.64
PHC_059,STAFF_0627,doctor,0.77
PHC_059,STAFF_0628,doctor,0.76
PHC_059,STAFF_0629,nurse,0.82
PHC_059,STAFF_0630,nurse,0.85
PHC_059,STAFF_0631,nurse,0.87
PHC_059,STAFF_0632,nurse,0.69
PHC_059,STAFF_0633,nurse,0.83
PHC_059,STAFF_0634,nurse,0.98
PHC_059,STAFF_0635,nurse,0.88
PHC_059,STAFF_0636,nurse,0.92
PHC_059,STAFF_0637,pharmacist,0.61
PHC_059,STAFF_0638,pharmacist,0.71
PHC_059,STAFF_0639,pharmacist,0.72
PHC_060,STAFF_0640,doctor,0.87
PHC_060,STAFF_0641,doctor,0.74
PHC_060,STAFF_0642,doctor,0.92
PHC_060,STAFF_0643,nurse,0.88
PHC_060,STAFF_0644,nurse,0.94
PHC_060,STAFF_0645,nurse,0.87
PHC_060,STAFF_0646,nurse,0.68
PHC_060,STAFF_0647,nurse,0.54
PHC_060,STAFF_0648,nurse,0.97
PHC_060,STAFF_0649,pharmacist,0.81
PHC_061,STAFF_0650,doctor,0.74
PHC_061,STAFF_0651,doctor,0.98
PHC_061,STAFF_0652,nurse,0.88
PHC_061,STAFF_0653,nurse,0.76
PHC_061,STAFF_0654,nurse,0.93
PHC_061,STAFF_0655,nurse,0.93
PHC_061,STAFF_0656,nurse,0.81
PHC_061,STAFF_0657,pharmacist,0.88
PHC_062,STAFF_0658,doctor,0.66
PHC_062,STAFF_0659,doctor,0.57
PHC_062,STAFF_0660,doctor,0.8
PHC_062,STAFF_0661,nurse,0.79
PHC_062,STAFF_0662,nurse,0.84
PHC_062,STAFF_0663,nurse,0.68
PHC_062,STAFF_0664,nurse,0.52
PHC_062,STAFF_0665,nurse,0.84
PHC_062,STAFF_0666,nurse,0.85
PHC_062,STAFF_0667,pharmacist,0.93
PHC_062,STAFF_0668,pharmacist,0.86
PHC_063,STAFF_0669,doctor,0.79
PHC_063,STAFF_0670,doctor,0.79
PHC_063,STAFF_0671,nurse,0.95
PHC_063,STAFF_0672,nurse,0.7
PHC_063,STAFF_0673,nurse,0.89
PHC_063,STAFF_0674,nurse,0.57
PHC_063,STAFF_0675,nurse,0.62
PHC_063,STAFF_0676,nurse,0.43
PHC_063,STAFF_0677,pharmacist,0.73
PHC_063,STAFF_0678,pharmacist,0.96
PHC_064,STAFF_0679,doctor,0.79
PHC_064,STAFF_0680,doctor,0.89
PHC_064,STAFF_0681,nurse,0.53
PHC_064,STAFF_0682,nurse,0.77
PHC_064,STAFF_0683,nurse,0.84
PHC_064,STAFF_0684,nurse,0.82
PHC_064,STAFF_0685,nurse,0.8
PHC_064,STAFF_0686,pharmacist,0.6
PHC_065,STAFF_0687,doctor,0.68
PHC_065,STAFF_0688,doctor,0.61
PHC_065,STAFF_0689,doctor,0.82
PHC_065,STAFF_0690,nurse,0.96
PHC_065,STAFF_0691,nurse,0.83
PHC_065,STAFF_0692,nurse,0.78
PHC_065,STAFF_0693,nurse,0.97
PHC_065,STAFF_0694,nurse,0.83
PHC_065,STAFF_0695,pharmacist,0.71
PHC_066,STAFF_0696,doctor,0.97
PHC_066,STAFF_0697,doctor,0.8
PHC_066,STAFF_0698,doctor,0.76
PHC_066,STAFF_0699,nurse,0.79
PHC_066,STAFF_0700,nurse,0.81
PHC_066,STAFF_0701,nurse,0.89
PHC_066,STAFF_0702,nurse,0.55
PHC_066,STAFF_0703,nurse,0.94
PHC_066,STAFF_0704,nurse,0.79
PHC_066,STAFF_0705,pharmacist,0.69
PHC_067,STAFF_0706,doctor,0.76
PHC_067,STAFF_0707,doctor,0.75
PHC_067,STAFF_0708,doctor,0.81
PHC_067,STAFF_0709,nurse,0.79
PHC_067,STAFF_0710,nurse,0.76
PHC_067,STAFF_0711,nurse,0.94
PHC_067,STAFF_0712,nurse,0.96
PHC_067,STAFF_0713,nurse,0.53
PHC_067,STAFF_0714,nurse,0.86
PHC_067,STAFF_0715,pharmacist,0.69
PHC_068,STAFF_0716,doctor,0.82
PHC_068,STAFF_0717,doctor,0.96
PHC_068,STAFF_0718,doctor,0.83
PHC_068,STAFF_0719,nurse,0.8
PHC_068,STAFF_0720,nurse,0.84
PHC_068,STAFF_0721,nurse,0.72
PHC_068,STAFF_0722,nurse,0.89
PHC_068,STAFF_0723,pharmacist,0.68
PHC_068,STAFF_0724,pharmacist,0.88
PHC_069,STAFF_0725,doctor,0.76
PHC_069,STAFF_0726,doctor,0.92
PHC_069,STAFF_0727,nurse,0.7
PHC_069,STAFF_0728,nurse,0.73
PHC_069,STAFF_0729,nurse,0.88
PHC_069,STAFF_0730,nurse,0.81
PHC_069,STAFF_0731,nurse,0.93
PHC_069,STAFF_0732,pharmacist,0.7
PHC_070,STAFF_0733,doctor,0.79
PHC_070,STAFF_0734,doctor,0.9
PHC_070,STAFF_0735,nurse,0.93
PHC_070,STAFF_0736,nurse,0.56
PHC_070,STAFF_0737,nurse,0.93
PHC_070,STAFF_0738,nurse,0.78
PHC_070,STAFF_0739,nurse,0.72
PHC_070,STAFF_0740,nurse,0.74
PHC_070,STAFF_0741,nurse,0.85
PHC_070,STAFF_0742,pharmacist,0.82
PHC_070,STAFF_0743,pharmacist,0.83
PHC_071,STAFF_0744,doctor,0.85
PHC_071,STAFF_0745,doctor,0.86
PHC_071,STAFF_0746,doctor,0.68
PHC_071,STAFF_0747,nurse,0.82
PHC_071,STAFF_0748,nurse,0.54
PHC_071,STAFF_0749,nurse,0.85
PHC_071,STAFF_0750,nurse,0.78
PHC_071,STAFF_0751,pharmacist,0.62
PHC_072,STAFF_0752,doctor,0.8
PHC_072,STAFF_0753,doctor,0.77
PHC_072,STAFF_0754,doctor,0.93
PHC_072,STAFF_0755,nurse,0.66
PHC_072,STAFF_0756,nurse,0.65
PHC_072,STAFF_0757,nurse,0.97
PHC_072,STAFF_0758,nurse,0.63
PHC_072,STAFF_0759,nurse,0.93
PHC_072,STAFF_0760,nurse,0.9
PHC_072,STAFF_0761,pharmacist,0.96
PHC_073,STAFF_0762,doctor,0.96
PHC_073,STAFF_0763,doctor,0.8
PHC_073,STAFF_0764,doctor,0.83
PHC_073,STAFF_0765,nurse,0.8
PHC_073,STAFF_0766,nurse,0.71
PHC_073,STAFF_0767,nurse,0.82
PHC_073,STAFF_0768,nurse,0.76
PHC_073,STAFF_0769,nurse,0.66
PHC_073,STAFF_0770,pharmacist,0.64
PHC_073,STAFF_0771,pharmacist,0.95
PHC_074,STAFF_0772,doctor,0.89
PHC_074,STAFF_0773,doctor,0.93
PHC_074,STAFF_0774,doctor,0.71
PHC_074,STAFF_0775,nurse,0.55
PHC_074,STAFF_0776,nurse,0.97
PHC_074,STAFF_0777,nurse,0.96
PHC_074,STAFF_0778,nurse,0.83
PHC_074,STAFF_0779,nurse,0.72
PHC_074,STAFF_0780,nurse,0.92
PHC_074,STAFF_0781,nurse,0.75
PHC_074,STAFF_0782,nurse,0.81
PHC_074,STAFF_0783,pharmacist,0.86
PHC_074,STAFF_0784,pharmacist,0.78
PHC_074,STAFF_0785,pharmacist,0.67
PHC_075,STAFF_0786,doctor,0.56
PHC_075,STAFF_0787,doctor,0.93
PHC_075,STAFF_0788,nurse,0.74
PHC_075,STAFF_0789,nurse,0.79
PHC_075,STAFF_0790,nurse,0.89
PHC_075,STAFF_0791,nurse,0.66
PHC_075,STAFF_0792,nurse,0.85
PHC_075,STAFF_0793,pharmacist,0.8
PHC_076,STAFF_0794,doctor,0.82
PHC_076,STAFF_0795,doctor,0.94
PHC_076,STAFF_0796,doctor,0.95
PHC_076,STAFF_0797,nurse,0.78
PHC_076,STAFF_0798,nurse,0.94
PHC_076,STAFF_0799,nurse,0.77
PHC_076,STAFF_0800,nurse,0.97
PHC_076,STAFF_0801,pharmacist,0.88
PHC_077,STAFF_0802,doctor,0.52
PHC_077,STAFF_0803,doctor,0.99
PHC_077,STAFF_0804,doctor,0.71
PHC_077,STAFF_0805,nurse,0.92
PHC_077,STAFF_0806,nurse,0.81
PHC_077,STAFF_0807,nurse,0.73
PHC_077,STAFF_0808,nurse,0.84
PHC_077,STAFF_0809,nurse,0.84
PHC_077,STAFF_0810,nurse,0.96
PHC_077,STAFF_0811,pharmacist,0.74
PHC_077,STAFF_0812,pharmacist,0.87
PHC_078,STAFF_0813,doctor,0.79
PHC_078,STAFF_0814,doctor,0.9
PHC_078,STAFF_0815,doctor,0.87
PHC_078,STAFF_0816,nurse,0.97
PHC_078,STAFF_0817,nurse,0.84
PHC_078,STAFF_0818,nurse,0.77
PHC_078,STAFF_0819,nurse,0.86
PHC_078,STAFF_0820,nurse,0.69
PHC_078,STAFF_0821,nurse,0.91
PHC_078,STAFF_0822,nurse,0.89
PHC_078,STAFF_0823,nurse,0.88
PHC_078,STAFF_0824,nurse,0.71
PHC_078,STAFF_0825,pharmacist,0.58
PHC_078,STAFF_0826,pharmacist,0.4
PHC_079,STAFF_0827,doctor,0.77
PHC_079,STAFF_0828,doctor,0.96
PHC_079,STAFF_0829,doctor,0.91
PHC_079,STAFF_0830,nurse,0.92
PHC_079,STAFF_0831,nurse,0.66
PHC_079,STAFF_0832,nurse,0.68
PHC_079,STAFF_0833,nurse,0.86
PHC_079,STAFF_0834,nurse,0.9
PHC_079,STAFF_0835,nurse,0.89
PHC_079,STAFF_0836,pharmacist,0.62
PHC_079,STAFF_0837,pharmacist,0.97
PHC_080,STAFF_0838,doctor,0.78
PHC_080,STAFF_0839,doctor,0.76
PHC_080,STAFF_0840,nurse,0.63
PHC_080,STAFF_0841,nurse,0.83
PHC_080,STAFF_0842,nurse,0.49
PHC_080,STAFF_0843,nurse,0.8
PHC_080,STAFF_0844,nurse,0.8
PHC_080,STAFF_0845,pharmacist,0.77
PHC_081,STAFF_0846,doctor,0.75
PHC_081,STAFF_0847,doctor,0.97
PHC_081,STAFF_0848,doctor,0.79
PHC_081,STAFF_0849,nurse,0.93
PHC_081,STAFF_0850,nurse,0.68
PHC_081,STAFF_0851,nurse,0.94
PHC_081,STAFF_0852,nurse,0.77
PHC_081,STAFF_0853,nurse,0.81
PHC_081,STAFF_0854,nurse,0.89
PHC_081,STAFF_0855,nurse,0.97
PHC_081,STAFF_0856,pharmacist,0.81
PHC_081,STAFF_0857,pharmacist,0.83
PHC_082,STAFF_0858,doctor,0.82
PHC_082,STAFF_0859,doctor,0.9
PHC_082,STAFF_0860,doctor,0.62
PHC_082,STAFF_0861,nurse,0.9
PHC_082,STAFF_0862,nurse,0.95
PHC_082,STAFF_0863,nurse,0.97
PHC_082,STAFF_0864,nurse,0.91
PHC_082,STAFF_0865,nurse,0.85
PHC_082,STAFF_0866,nurse,0.88
PHC_082,STAFF_0867,nurse,0.96
PHC_082,STAFF_0868,nurse,0.57
PHC_082,STAFF_0869,nurse,0.84
PHC_082,STAFF_0870,pharmacist,0.96
PHC_082,STAFF_0871,pharmacist,0.85
PHC_083,STAFF_0872,doctor,0.55
PHC_083,STAFF_0873,doctor,0.8
PHC_083,STAFF_0874,nurse,0.7
PHC_083,STAFF_0875,nurse,0.73
PHC_083,STAFF_0876,nurse,0.85
PHC_083,STAFF_0877,nurse,0.96
PHC_083,STAFF_0878,nurse,0.9
PHC_083,STAFF_0879,nurse,0.88
PHC_083,STAFF_0880,nurse,0.8
PHC_083,STAFF_0881,nurse,0.84
PHC_083,STAFF_0882,nurse,0.82
PHC_083,STAFF_0883,pharmacist,0.92
PHC_083,STAFF_0884,pharmacist,0.81
PHC_083,STAFF_0885,pharmacist,0.78
PHC_084,STAFF_0886,doctor,0.63
PHC_084,STAFF_0887,doctor,0.84
PHC_084,STAFF_0888,nurse,0.7
PHC_084,STAFF_0889,nurse,0.88
PHC_084,STAFF_0890,nurse,0.9
PHC_084,STAFF_0891,nurse,0.95
PHC_084,STAFF_0892,nurse,0.73
PHC_084,STAFF_0893,pharmacist,0.85
PHC_085,STAFF_0894,doctor,0.92
PHC_085,STAFF_0895,doctor,0.87
PHC_085,STAFF_0896,nurse,0.83
PHC_085,STAFF_0897,nurse,0.71
PHC_085,STAFF_0898,nurse,0.83
PHC_085,STAFF_0899,nurse,0.95
PHC_085,STAFF_0900,nurse,0.7
PHC_085,STAFF_0901,pharmacist,0.75
PHC_085,STAFF_0902,pharmacist,0.77
PHC_086,STAFF_0903,doctor,0.99
PHC_086,STAFF_0904,doctor,0.76
PHC_086,STAFF_0905,nurse,0.82
PHC_086,STAFF_0906,nurse,0.58
PHC_086,STAFF_0907,nurse,0.74
PHC_086,STAFF_0908,nurse,0.89
PHC_086,STAFF_0909,nurse,0.88
PHC_086,STAFF_0910,pharmacist,0.63
PHC_086,STAFF_0911,pharmacist,0.72
PHC_087,STAFF_0912,doctor,0.68
PHC_087,STAFF_0913,doctor,0.79
PHC_087,STAFF_0914,doctor,0.92
PHC_087,STAFF_0915,nurse,0.64
PHC_087,STAFF_0916,nurse,0.86
PHC_087,STAFF_0917,nurse,0.97
PHC_087,STAFF_0918,nurse,0.94
PHC_087,STAFF_0919,nurse,0.91
PHC_087,STAFF_0920,nurse,0.75
PHC_087,STAFF_0921,pharmacist,0.7
PHC_087,STAFF_0922,pharmacist,0.73
PHC_088,STAFF_0923,doctor,0.55
PHC_088,STAFF_0924,doctor,0.67
PHC_088,STAFF_0925,nurse,0.84
PHC_088,STAFF_0926,nurse,0.84
PHC_088,STAFF_0927,nurse,0.95
PHC_088,STAFF_0928,nurse,0.81
PHC_088,STAFF_0929,nurse,0.75
PHC_088,STAFF_0930,nurse,0.76
PHC_088,STAFF_0931,pharmacist,0.92
PHC_088,STAFF_0932,pharmacist,0.84
PHC_089,STAFF_0933,doctor,0.66
PHC_089,STAFF_0934,doctor,0.86
PHC_089,STAFF_0935,nurse,0.87
PHC_089,STAFF_0936,nurse,0.5
PHC_089,STAFF_0937,nurse,0.69
PHC_089,STAFF_0938,nurse,0.68
PHC_089,STAFF_0939,nurse,0.62
PHC_089,STAFF_0940,pharmacist,0.71
PHC_090,STAFF_0941,doctor,0.62
PHC_090,STAFF_0942,doctor,0.87
PHC_090,STAFF_0943,nurse,0.37
PHC_090,STAFF_0944,nurse,0.94
PHC_090,STAFF_0945,nurse,0.81
PHC_090,STAFF_0946,nurse,0.9
PHC_090,STAFF_0947,pharmacist,0.57
