date,phc_id,drug_id,opening_stock,received_qty,dispensed_qty,closing_stock,reorder_point,safety_stock
2024-10-13,PHC_004,INSULIN_VIAL,95,0,2,93,40,80
2024-10-13,PHC_004,ORAL_REHYDRATION_IV,142,0,4,138,80,150
2024-10-13,PHC_004,MEASLES_VACCINE,440,0,2,438,150,300
2024-10-13,PHC_004,ANTIHISTAMINE,450,0,5,445,200,400
2024-10-13,PHC_004,IBUPROFEN_400MG,866,0,7,859,300,600
2024-10-13,PHC_004,COUGH_SYRUP,268,0,6,262,100,200
2024-10-13,PHC_004,ANTIDIARRHEAL,518,0,4,514,150,300
2024-10-13,PHC_004,DENGUE_TEST_KIT,156,0,2,154,50,120
2024-10-13,PHC_004,TETANUS_TOXOID,240,0,1,239,100,200
2024-10-13,PHC_004,ORAL_ANTIBIOTIC_PEDIATRIC,256,0,3,253,150,300
2024-10-13,PHC_005,ORS_SACHET,230,0,22,208,200,400
2024-10-13,PHC_005,PARACETAMOL_500MG,1453,0,28,1425,500,1000
2024-10-13,PHC_005,AMOXICILLIN_500MG,578,0,15,563,300,600
2024-10-13,PHC_005,ANTIMALARIAL_ACT,216,0,8,208,100,250
2024-10-13,PHC_005,ANTIVENOM_VIAL,39,0,0,39,10,25
2024-10-13,PHC_005,INSULIN_VIAL,141,0,4,137,40,80
2024-10-13,PHC_005,ORAL_REHYDRATION_IV,229,0,7,222,80,150
2024-10-13,PHC_005,MEASLES_VACCINE,517,0,0,517,150,300
2024-10-13,PHC_005,ANTIHISTAMINE,572,0,9,563,200,400
2024-10-13,PHC_005,IBUPROFEN_400MG,527,0,25,502,300,600
2024-10-13,PHC_005,COUGH_SYRUP,214,0,7,207,100,200
2024-10-13,PHC_005,ANTIDIARRHEAL,149,412,12,549,150,300
2024-10-13,PHC_005,DENGUE_TEST_KIT,93,0,0,93,50,120
2024-10-13,PHC_005,TETANUS_TOXOID,170,0,5,165,100,200
2024-10-13,PHC_005,ORAL_ANTIBIOTIC_PEDIATRIC,279,0,5,274,150,300
2024-10-13,PHC_006,ORS_SACHET,316,0,33,283,200,400
2024-10-13,PHC_006,PARACETAMOL_500MG,423,0,21,402,500,1000
2024-10-13,PHC_006,AMOXICILLIN_500MG,1038,0,14,1024,300,600
2024-10-13,PHC_006,ANTIMALARIAL_ACT,198,0,4,194,100,250
2024-10-13,PHC_006,ANTIVENOM_VIAL,20,0,0,20,10,25
2024-10-13,PHC_006,INSULIN_VIAL,61,0,1,60,40,80
2024-10-13,PHC_006,ORAL_REHYDRATION_IV,129,0,9,120,80,150
2024-10-13,PHC_006,MEASLES_VACCINE,286,0,2,284,150,300
2024-10-13,PHC_006,ANTIHISTAMINE,293,0,7,286,200,400
2024-10-13,PHC_006,IBUPROFEN_400MG,587,0,17,570,300,600
2024-10-13,PHC_006,COUGH_SYRUP,74,243,1,316,100,200
2024-10-13,PHC_006,ANTIDIARRHEAL,236,0,24,212,150,300
2024-10-13,PHC_006,DENGUE_TEST_KIT,98,0,2,96,50,120
2024-10-13,PHC_006,TETANUS_TOXOID,187,0,0,187,100,200
2024-10-13,PHC_006,ORAL_ANTIBIOTIC_PEDIATRIC,286,0,2,284,150,300
2024-10-13,PHC_007,ORS_SACHET,549,0,4,545,200,400
2024-10-13,PHC_007,PARACETAMOL_500MG,1490,0,14,1476,500,1000
2024-10-13,PHC_007,AMOXICILLIN_500MG,430,0,6,424,300,600
2024-10-13,PHC_007,ANTIMALARIAL_ACT,207,0,0,207,100,250
2024-10-13,PHC_007,ANTIVENOM_VIAL,33,0,0,33,10,25
2024-10-13,PHC_007,INSULIN_VIAL,92,0,1,91,40,80
2024-10-13,PHC_007,ORAL_REHYDRATION_IV,174,0,2,172,80,150
2024-10-13,PHC_007,MEASLES_VACCINE,414,0,1,413,150,300
2024-10-13,PHC_007,ANTIHISTAMINE,473,0,3,470,200,400
2024-10-13,PHC_007,IBUPROFEN_400MG,1016,0,6,1010,300,600
2024-10-13,PHC_007,COUGH_SYRUP,112,0,0,112,100,200
2024-10-13,PHC_007,ANTIDIARRHEAL,476,0,3,473,150,300
2024-10-13,PHC_007,DENGUE_TEST_KIT,151,0,1,150,50,120
2024-10-13,PHC_007,TETANUS_TOXOID,209,0,0,209,100,200
2024-10-13,PHC_007,ORAL_ANTIBIOTIC_PEDIATRIC,258,0,1,257,150,300
2024-10-13,PHC_008,ORS_SACHET,653,0,5,648,200,400
2024-10-13,PHC_008,PARACETAMOL_500MG,1737,0,15,1722,500,1000
2024-10-13,PHC_008,AMOXICILLIN_500MG,524,0,8,516,300,600
2024-10-13,PHC_008,ANTIMALARIAL_ACT,336,0,1,335,100,250
2024-10-13,PHC_008,ANTIVENOM_VIAL,35,0,0,35,10,25
2024-10-13,PHC_008,INSULIN_VIAL,43,0,2,41,40,80
2024-10-13,PHC_008,ORAL_REHYDRATION_IV,164,0,4,160,80,150
2024-10-13,PHC_008,MEASLES_VACCINE,350,0,0,350,150,300
2024-10-13,PHC_008,ANTIHISTAMINE,381,0,10,371,200,400
2024-10-13,PHC_008,IBUPROFEN_400MG,405,0,12,393,300,600
2024-10-13,PHC_008,COUGH_SYRUP,306,0,7,299,100,200
2024-10-13,PHC_008,ANTIDIARRHEAL,554,0,6,548,150,300
2024-10-13,PHC_008,DENGUE_TEST_KIT,87,0,1,86,50,120
2024-10-13,PHC_008,TETANUS_TOXOID,213,0,2,211,100,200
2024-10-13,PHC_008,ORAL_ANTIBIOTIC_PEDIATRIC,330,0,1,329,150,300
2024-10-13,PHC_009,ORS_SACHET,609,0,25,584,200,400
2024-10-13,PHC_009,PARACETAMOL_500MG,1774,0,20,1754,500,1000
2024-10-13,PHC_009,AMOXICILLIN_500MG,404,0,7,397,300,600
2024-10-13,PHC_009,ANTIMALARIAL_ACT,208,0,2,206,100,250
2024-10-13,PHC_009,ANTIVENOM_VIAL,24,0,0,24,10,25
2024-10-13,PHC_009,INSULIN_VIAL,67,0,1,66,40,80
2024-10-13,PHC_009,ORAL_REHYDRATION_IV,139,0,9,130,80,150
2024-10-13,PHC_009,MEASLES_VACCINE,206,0,1,205,150,300
2024-10-13,PHC_009,ANTIHISTAMINE,282,0,8,274,200,400
2024-10-13,PHC_009,IBUPROFEN_400MG,838,0,11,827,300,600
2024-10-13,PHC_009,COUGH_SYRUP,298,0,4,294,100,200
2024-10-13,PHC_009,ANTIDIARRHEAL,150,0,16,134,150,300
2024-10-13,PHC_009,DENGUE_TEST_KIT,101,0,3,98,50,120
2024-10-13,PHC_009,TETANUS_TOXOID,180,0,0,180,100,200
2024-10-13,PHC_009,ORAL_ANTIBIOTIC_PEDIATRIC,276,0,4,272,150,300
2024-10-13,PHC_010,ORS_SACHET,243,0,8,235,200,400
2024-10-13,PHC_010,PARACETAMOL_500MG,689,0,10,679,500,1000
2024-10-13,PHC_010,AMOXICILLIN_500MG,755,0,10,745,300,600
2024-10-13,PHC_010,ANTIMALARIAL_ACT,373,0,5,368,100,250
2024-10-13,PHC_010,ANTIVENOM_VIAL,32,0,0,32,10,25
2024-10-13,PHC_010,INSULIN_VIAL,128,0,1,127,40,80
2024-10-13,PHC_010,ORAL_REHYDRATION_IV,282,0,6,276,80,150
2024-10-13,PHC_010,MEASLES_VACCINE,277,0,3,274,150,300
2024-10-13,PHC_010,ANTIHISTAMINE,341,0,4,337,200,400
2024-10-13,PHC_010,IBUPROFEN_400MG,256,0,10,246,300,600
2024-10-13,PHC_010,COUGH_SYRUP,212,0,4,208,100,200
2024-10-13,PHC_010,ANTIDIARRHEAL,228,0,2,226,150,300
2024-10-13,PHC_010,DENGUE_TEST_KIT,174,0,1,173,50,120
2024-10-13,PHC_010,TETANUS_TOXOID,322,0,0,322,100,200
2024-10-13,PHC_010,ORAL_ANTIBIOTIC_PEDIATRIC,405,0,2,403,150,300
2024-10-13,PHC_011,ORS_SACHET,380,0,8,372,200,400
2024-10-13,PHC_011,PARACETAMOL_500MG,642,0,25,617,500,1000
2024-10-13,PHC_011,AMOXICILLIN_500MG,304,0,7,297,300,600
2024-10-13,PHC_011,ANTIMALARIAL_ACT,156,0,3,153,100,250
2024-10-13,PHC_011,ANTIVENOM_VIAL,19,0,0,19,10,25
2024-10-13,PHC_011,INSULIN_VIAL,81,0,1,80,40,80
2024-10-13,PHC_011,ORAL_REHYDRATION_IV,122,0,11,111,80,150
2024-10-13,PHC_011,MEASLES_VACCINE,230,0,1,229,150,300
2024-10-13,PHC_011,ANTIHISTAMINE,331,0,7,324,200,400
2024-10-13,PHC_011,IBUPROFEN_400MG,612,0,20,592,300,600
2024-10-13,PHC_011,COUGH_SYRUP,374,0,2,372,100,200
2024-10-13,PHC_011,ANTIDIARRHEAL,550,0,5,545,150,300
2024-10-13,PHC_011,DENGUE_TEST_KIT,113,0,0,113,50,120
2024-10-13,PHC_011,TETANUS_TOXOID,157,0,1,156,100,200
2024-10-13,PHC_011,ORAL_ANTIBIOTIC_PEDIATRIC,149,0,7,142,150,300
2024-10-13,PHC_012,ORS_SACHET,154,473,30,597,200,400
2024-10-13,PHC_012,PARACETAMOL_500MG,1132,0,30,1102,500,1000
2024-10-13,PHC_012,AMOXICILLIN_500MG,860,0,10,850,300,600
2024-10-13,PHC_012,ANTIMALARIAL_ACT,265,0,2,263,100,250
2024-10-13,PHC_012,ANTIVENOM_VIAL,28,0,1,27,10,25
2024-10-13,PHC_012,INSULIN_VIAL,76,0,2,74,40,80
2024-10-13,PHC_012,ORAL_REHYDRATION_IV,72,172,14,230,80,150
2024-10-13,PHC_012,MEASLES_VACCINE,217,0,2,215,150,300
2024-10-13,PHC_012,ANTIHISTAMINE,368,0,8,360,200,400
2024-10-13,PHC_012,IBUPROFEN_400MG,777,0,15,762,300,600
2024-10-13,PHC_012,COUGH_SYRUP,88,254,8,334,100,200
2024-10-13,PHC_012,ANTIDIARRHEAL,383,0,28,355,150,300
2024-10-13,PHC_012,DENGUE_TEST_KIT,84,0,2,82,50,120
2024-10-13,PHC_012,TETANUS_TOXOID,220,0,0,220,100,200
2024-10-13,PHC_012,ORAL_ANTIBIOTIC_PEDIATRIC,176,0,4,172,150,300
2024-10-13,PHC_013,ORS_SACHET,598,0,9,589,200,400
2024-10-13,PHC_013,PARACETAMOL_500MG,1480,0,23,1457,500,1000
2024-10-13,PHC_013,AMOXICILLIN_500MG,691,0,4,687,300,600
2024-10-13,PHC_013,ANTIMALARIAL_ACT,322,0,5,317,100,250
2024-10-13,PHC_013,ANTIVENOM_VIAL,37,0,0,37,10,25
2024-10-13,PHC_013,INSULIN_VIAL,42,0,1,41,40,80
2024-10-13,PHC_013,ORAL_REHYDRATION_IV,280,0,3,277,80,150
2024-10-13,PHC_013,MEASLES_VACCINE,413,0,3,410,150,300
2024-10-13,PHC_013,ANTIHISTAMINE,194,445,7,632,200,400
2024-10-13,PHC_013,IBUPROFEN_400MG,262,0,4,258,300,600
2024-10-13,PHC_013,COUGH_SYRUP,135,0,5,130,100,200
2024-10-13,PHC_013,ANTIDIARRHEAL,197,0,11,186,150,300
2024-10-13,PHC_013,DENGUE_TEST_KIT,107,0,4,103,50,120
2024-10-13,PHC_013,TETANUS_TOXOID,288,0,1,287,100,200
2024-10-13,PHC_013,ORAL_ANTIBIOTIC_PEDIATRIC,246,0,4,242,150,300
2024-10-13,PHC_014,ORS_SACHET,657,0,5,652,200,400
2024-10-13,PHC_014,PARACETAMOL_500MG,766,0,7,759,500,1000
2024-10-13,PHC_014,AMOXICILLIN_500MG,508,0,0,508,300,600
2024-10-13,PHC_014,ANTIMALARIAL_ACT,328,0,1,327,100,250
2024-10-13,PHC_014,ANTIVENOM_VIAL,23,0,0,23,10,25
2024-10-13,PHC_014,INSULIN_VIAL,110,0,2,108,40,80
2024-10-13,PHC_014,ORAL_REHYDRATION_IV,225,0,1,224,80,150
2024-10-13,PHC_014,MEASLES_VACCINE,428,0,1,427,150,300
2024-10-13,PHC_014,ANTIHISTAMINE,490,0,3,487,200,400
2024-10-13,PHC_014,IBUPROFEN_400MG,285,0,9,276,300,600
2024-10-13,PHC_014,COUGH_SYRUP,145,0,1,144,100,200
2024-10-13,PHC_014,ANTIDIARRHEAL,228,0,1,227,150,300
2024-10-13,PHC_014,DENGUE_TEST_KIT,98,0,0,98,50,120
2024-10-13,PHC_014,TETANUS_TOXOID,202,0,1,201,100,200
2024-10-13,PHC_014,ORAL_ANTIBIOTIC_PEDIATRIC,153,0,0,153,150,300
2024-10-13,PHC_015,ORS_SACHET,511,0,33,478,200,400
2024-10-13,PHC_015,PARACETAMOL_500MG,1335,0,15,1320,500,1000
2024-10-13,PHC_015,AMOXICILLIN_500MG,452,0,5,447,300,600
2024-10-13,PHC_015,ANTIMALARIAL_ACT,278,0,2,276,100,250
2024-10-13,PHC_015,ANTIVENOM_VIAL,20,0,0,20,10,25
2024-10-13,PHC_015,INSULIN_VIAL,88,0,0,88,40,80
2024-10-13,PHC_015,ORAL_REHYDRATION_IV,140,0,14,126,80,150
2024-10-13,PHC_015,MEASLES_VACCINE,230,0,1,229,150,300
2024-10-13,PHC_015,ANTIHISTAMINE,581,0,5,576,200,400
2024-10-13,PHC_015,IBUPROFEN_400MG,742,0,16,726,300,600
2024-10-13,PHC_015,COUGH_SYRUP,267,0,12,255,100,200
2024-10-13,PHC_015,ANTIDIARRHEAL,207,0,17,190,150,300
2024-10-13,PHC_015,DENGUE_TEST_KIT,126,0,0,126,50,120
2024-10-13,PHC_015,TETANUS_TOXOID,164,0,0,164,100,200
2024-10-13,PHC_015,ORAL_ANTIBIOTIC_PEDIATRIC,215,0,10,205,150,300
2024-10-14,PHC_001,ORS_SACHET,501,0,18,483,200,400
2024-10-14,PHC_001,PARACETAMOL_500MG,603,0,36,567,500,1000
2024-10-14,PHC_001,AMOXICILLIN_500MG,409,0,10,399,300,600
2024-10-14,PHC_001,ANTIMALARIAL_ACT,268,0,3,265,100,250
2024-10-14,PHC_001,ANTIVENOM_VIAL,37,0,1,36,10,25
2024-10-14,PHC_001,INSULIN_VIAL,111,0,2,109,40,80
2024-10-14,PHC_001,ORAL_REHYDRATION_IV,253,0,8,245,80,150
2024-10-14,PHC_001,MEASLES_VACCINE,496,0,2,494,150,300
2024-10-14,PHC_001,ANTIHISTAMINE,417,0,6,411,200,400
2024-10-14,PHC_001,IBUPROFEN_400MG,435,0,22,413,300,600
2024-10-14,PHC_001,COUGH_SYRUP,169,0,7,162,100,200
2024-10-14,PHC_001,ANTIDIARRHEAL,536,0,15,521,150,300
2024-10-14,PHC_001,DENGUE_TEST_KIT,84,0,1,83,50,120
2024-10-14,PHC_001,TETANUS_TOXOID,282,0,2,280,100,200
2024-10-14,PHC_001,ORAL_ANTIBIOTIC_PEDIATRIC,218,0,5,213,150,300
2024-10-14,PHC_002,ORS_SACHET,607,0,11,596,200,400
2024-10-14,PHC_002,PARACETAMOL_500MG,1407,0,21,1386,500,1000
2024-10-14,PHC_002,AMOXICILLIN_500MG,427,0,7,420,300,600
2024-10-14,PHC_002,ANTIMALARIAL_ACT,223,0,5,218,100,250
2024-10-14,PHC_002,ANTIVENOM_VIAL,20,0,1,19,10,25
2024-10-14,PHC_002,INSULIN_VIAL,98,0,2,96,40,80
2024-10-14,PHC_002,ORAL_REHYDRATION_IV,79,226,2,303,80,150
2024-10-14,PHC_002,MEASLES_VACCINE,343,0,0,343,150,300
2024-10-14,PHC_002,ANTIHISTAMINE,717,0,6,711,200,400
2024-10-14,PHC_002,IBUPROFEN_400MG,868,0,13,855,300,600
2024-10-14,PHC_002,COUGH_SYRUP,288,0,5,283,100,200
2024-10-14,PHC_002,ANTIDIARRHEAL,328,0,5,323,150,300
2024-10-14,PHC_002,DENGUE_TEST_KIT,69,0,1,68,50,120
2024-10-14,PHC_002,TETANUS_TOXOID,224,0,0,224,100,200
2024-10-14,PHC_002,ORAL_ANTIBIOTIC_PEDIATRIC,309,0,3,306,150,300
2024-10-14,PHC_003,ORS_SACHET,188,515,15,688,200,400
2024-10-14,PHC_003,PARACETAMOL_500MG,1824,0,22,1802,500,1000
2024-10-14,PHC_003,AMOXICILLIN_500MG,946,0,9,937,300,600
2024-10-14,PHC_003,ANTIMALARIAL_ACT,187,0,1,186,100,250
2024-10-14,PHC_003,ANTIVENOM_VIAL,30,0,0,30,10,25
2024-10-14,PHC_003,INSULIN_VIAL,110,0,2,108,40,80
2024-10-14,PHC_003,ORAL_REHYDRATION_IV,160,0,5,155,80,150
2024-10-14,PHC_003,MEASLES_VACCINE,322,0,0,322,150,300
2024-10-14,PHC_003,ANTIHISTAMINE,332,0,3,329,200,400
2024-10-14,PHC_003,IBUPROFEN_400MG,826,0,24,802,300,600
2024-10-14,PHC_003,COUGH_SYRUP,219,0,4,215,100,200
2024-10-14,PHC_003,ANTIDIARRHEAL,319,0,9,310,150,300
2024-10-14,PHC_003,DENGUE_TEST_KIT,62,0,0,62,50,120
2024-10-14,PHC_003,TETANUS_TOXOID,189,0,2,187,100,200
2024-10-14,PHC_003,ORAL_ANTIBIOTIC_PEDIATRIC,232,0,4,228,150,300
2024-10-14,PHC_004,ORS_SACHET,460,0,16,444,200,400
2024-10-14,PHC_004,PARACETAMOL_500MG,1523,0,34,1489,500,1000
2024-10-14,PHC_004,AMOXICILLIN_500MG,304,0,18,286,300,600
2024-10-14,PHC_004,ANTIMALARIAL_ACT,143,0,6,137,100,250
2024-10-14,PHC_004,ANTIVENOM_VIAL,34,0,1,33,10,25
2024-10-14,PHC_004,INSULIN_VIAL,93,0,1,92,40,80
2024-10-14,PHC_004,ORAL_REHYDRATION_IV,138,0,7,131,80,150
2024-10-14,PHC_004,MEASLES_VACCINE,438,0,3,435,150,300
2024-10-14,PHC_004,ANTIHISTAMINE,445,0,7,438,200,400
2024-10-14,PHC_004,IBUPROFEN_400MG,859,0,24,835,300,600
2024-10-14,PHC_004,COUGH_SYRUP,262,0,7,255,100,200
2024-10-14,PHC_004,ANTIDIARRHEAL,514,0,9,505,150,300
2024-10-14,PHC_004,DENGUE_TEST_KIT,154,0,4,150,50,120
2024-10-14,PHC_004,TETANUS_TOXOID,239,0,3,236,100,200
2024-10-14,PHC_004,ORAL_ANTIBIOTIC_PEDIATRIC,253,0,5,248,150,300
2024-10-14,PHC_005,ORS_SACHET,208,0,21,187,200,400
2024-10-14,PHC_005,PARACETAMOL_500MG,1425,0,49,1376,500,1000
2024-10-14,PHC_005,AMOXICILLIN_500MG,563,0,16,547,300,600
2024-10-14,PHC_005,ANTIMALARIAL_ACT,208,0,7,201,100,250
2024-10-14,PHC_005,ANTIVENOM_VIAL,39,0,0,39,10,25
2024-10-14,PHC_005,INSULIN_VIAL,137,0,5,132,40,80
2024-10-14,PHC_005,ORAL_REHYDRATION_IV,222,0,9,213,80,150
2024-10-14,PHC_005,MEASLES_VACCINE,517,0,1,516,150,300
2024-10-14,PHC_005,ANTIHISTAMINE,563,0,18,545,200,400
2024-10-14,PHC_005,IBUPROFEN_400MG,502,0,25,477,300,600
2024-10-14,PHC_005,COUGH_SYRUP,207,0,11,196,100,200
2024-10-14,PHC_005,ANTIDIARRHEAL,549,0,13,536,150,300
2024-10-14,PHC_005,DENGUE_TEST_KIT,93,0,5,88,50,120
2024-10-14,PHC_005,TETANUS_TOXOID,165,0,6,159,100,200
2024-10-14,PHC_005,ORAL_ANTIBIOTIC_PEDIATRIC,274,0,10,264,150,300
2024-10-14,PHC_006,ORS_SACHET,283,0,21,262,200,400
2024-10-14,PHC_006,PARACETAMOL_500MG,402,0,29,373,500,1000
2024-10-14,PHC_006,AMOXICILLIN_500MG,1024,0,14,1010,300,600
2024-10-14,PHC_006,ANTIMALARIAL_ACT,194,0,4,190,100,250
2024-10-14,PHC_006,ANTIVENOM_VIAL,20,0,1,19,10,25
2024-10-14,PHC_006,INSULIN_VIAL,60,0,6,54,40,80
2024-10-14,PHC_006,ORAL_REHYDRATION_IV,120,0,5,115,80,150
2024-10-14,PHC_006,MEASLES_VACCINE,284,0,1,283,150,300
2024-10-14,PHC_006,ANTIHISTAMINE,286,0,8,278,200,400
2024-10-14,PHC_006,IBUPROFEN_400MG,570,0,19,551,300,600
2024-10-14,PHC_006,COUGH_SYRUP,316,0,9,307,100,200
2024-10-14,PHC_006,ANTIDIARRHEAL,212,0,12,200,150,300
2024-10-14,PHC_006,DENGUE_TEST_KIT,96,0,2,94,50,120
2024-10-14,PHC_006,TETANUS_TOXOID,187,0,1,186,100,200
2024-10-14,PHC_006,ORAL_ANTIBIOTIC_PEDIATRIC,284,0,13,271,150,300
2024-10-14,PHC_007,ORS_SACHET,545,0,13,532,200,400
2024-10-14,PHC_007,PARACETAMOL_500MG,1476,0,35,1441,500,1000
2024-10-14,PHC_007,AMOXICILLIN_500MG,424,0,9,415,300,600
2024-10-14,PHC_007,ANTIMALARIAL_ACT,207,0,4,203,100,250
2024-10-14,PHC_007,ANTIVENOM_VIAL,33,0,0,33,10,25
2024-10-14,PHC_007,INSULIN_VIAL,91,0,1,90,40,80
2024-10-14,PHC_007,ORAL_REHYDRATION_IV,172,0,3,169,80,150
2024-10-14,PHC_007,MEASLES_VACCINE,413,0,2,411,150,300
2024-10-14,PHC_007,ANTIHISTAMINE,470,0,9,461,200,400
2024-10-14,PHC_007,IBUPROFEN_400MG,1010,0,22,988,300,600
2024-10-14,PHC_007,COUGH_SYRUP,112,0,9,103,100,200
2024-10-14,PHC_007,ANTIDIARRHEAL,473,0,8,465,150,300
2024-10-14,PHC_007,DENGUE_TEST_KIT,150,0,1,149,50,120
2024-10-14,PHC_007,TETANUS_TOXOID,209,0,1,208,100,200
2024-10-14,PHC_007,ORAL_ANTIBIOTIC_PEDIATRIC,257,0,6,251,150,300
2024-10-14,PHC_008,ORS_SACHET,648,0,10,638,200,400
2024-10-14,PHC_008,PARACETAMOL_500MG,1722,0,24,-1698,500,1000
2024-10-14,PHC_008,AMOXICILLIN_500MG,516,0,8,508,300,600
2024-10-14,PHC_008,ANTIMALARIAL_ACT,335,0,4,331,100,250
2024-10-14,PHC_008,ANTIVENOM_VIAL,35,0,0,35,10,25
2024-10-14,PHC_008,INSULIN_VIAL,41,0,5,36,40,80
2024-10-14,PHC_008,ORAL_REHYDRATION_IV,160,0,7,153,80,150
2024-10-14,PHC_008,MEASLES_VACCINE,350,0,2,348,150,300
2024-10-14,PHC_008,ANTIHISTAMINE,371,0,10,361,200,400
2024-10-14,PHC_008,IBUPROFEN_400MG,393,0,19,374,300,600
2024-10-14,PHC_008,COUGH_SYRUP,299,0,2,297,100,200
2024-10-14,PHC_008,ANTIDIARRHEAL,548,0,6,542,150,300
2024-10-14,PHC_008,DENGUE_TEST_KIT,86,0,0,86,50,120
2024-10-14,PHC_008,TETANUS_TOXOID,211,0,3,208,100,200
2024-10-14,PHC_008,ORAL_ANTIBIOTIC_PEDIATRIC,329,0,5,324,150,300
2024-10-14,PHC_009,ORS_SACHET,584,0,23,561,200,400
2024-10-14,PHC_009,PARACETAMOL_500MG,1754,0,33,1721,500,1000
2024-10-14,PHC_009,AMOXICILLIN_500MG,397,0,9,388,300,600
2024-10-14,PHC_009,ANTIMALARIAL_ACT,206,0,4,202,100,250
2024-10-14,PHC_009,ANTIVENOM_VIAL,24,0,0,24,10,25
2024-10-14,PHC_009,INSULIN_VIAL,66,0,1,65,40,80
2024-10-14,PHC_009,ORAL_REHYDRATION_IV,130,0,9,121,80,150
2024-10-14,PHC_009,MEASLES_VACCINE,205,0,3,202,150,300
2024-10-14,PHC_009,ANTIHISTAMINE,274,0,10,264,200,400
2024-10-14,PHC_009,IBUPROFEN_400MG,827,0,23,804,300,600
2024-10-14,PHC_009,COUGH_SYRUP,294,0,9,285,100,200
2024-10-14,PHC_009,ANTIDIARRHEAL,134,397,12,519,150,300
2024-10-14,PHC_009,DENGUE_TEST_KIT,98,0,0,98,50,120
2024-10-14,PHC_009,TETANUS_TOXOID,180,0,5,175,100,200
2024-10-14,PHC_009,ORAL_ANTIBIOTIC_PEDIATRIC,272,0,6,266,150,300
2024-10-14,PHC_010,ORS_SACHET,235,0,27,208,200,400
2024-10-14,PHC_010,PARACETAMOL_500MG,679,0,38,641,500,1000
2024-10-14,PHC_010,AMOXICILLIN_500MG,745,0,12,733,300,600
2024-10-14,PHC_010,ANTIMALARIAL_ACT,368,0,7,361,100,250
2024-10-14,PHC_010,ANTIVENOM_VIAL,32,0,1,31,10,25
2024-10-14,PHC_010,INSULIN_VIAL,127,0,3,124,40,80
2024-10-14,PHC_010,ORAL_REHYDRATION_IV,276,0,5,271,80,150
2024-10-14,PHC_010,MEASLES_VACCINE,274,0,2,272,150,300
2024-10-14,PHC_010,ANTIHISTAMINE,337,0,11,326,200,400
2024-10-14,PHC_010,IBUPROFEN_400MG,246,845,30,1061,300,600
2024-10-14,PHC_010,COUGH_SYRUP,208,0,12,196,100,200
2024-10-14,PHC_010,ANTIDIARRHEAL,226,0,16,210,150,300
2024-10-14,PHC_010,DENGUE_TEST_KIT,173,0,3,170,50,120
2024-10-14,PHC_010,TETANUS_TOXOID,322,0,3,319,100,200
2024-10-14,PHC_010,ORAL_ANTIBIOTIC_PEDIATRIC,403,0,2,401,150,300
2024-10-14,PHC_011,ORS_SACHET,372,0,21,351,200,400
2024-10-14,PHC_011,PARACETAMOL_500MG,617,0,30,587,500,1000
2024-10-14,PHC_011,AMOXICILLIN_500MG,297,637,16,918,300,600
2024-10-14,PHC_011,ANTIMALARIAL_ACT,153,0,1,152,100,250
2024-10-14,PHC_011,ANTIVENOM_VIAL,19,0,0,19,10,25
2024-10-14,PHC_011,INSULIN_VIAL,80,0,2,78,40,80
2024-10-14,PHC_011,ORAL_REHYDRATION_IV,111,0,11,100,80,150
2024-10-14,PHC_011,MEASLES_VACCINE,229,0,3,226,150,300
2024-10-14,PHC_011,ANTIHISTAMINE,324,0,8,316,200,400
2024-10-14,PHC_011,IBUPROFEN_400MG,592,0,31,561,300,600
2024-10-14,PHC_011,COUGH_SYRUP,372,0,8,364,100,200
2024-10-14,PHC_011,ANTIDIARRHEAL,545,0,11,534,150,300
2024-10-14,PHC_011,DENGUE_TEST_KIT,113,0,1,112,50,120
2024-10-14,PHC_011,TETANUS_TOXOID,156,0,1,155,100,200
2024-10-14,PHC_011,ORAL_ANTIBIOTIC_PEDIATRIC,142,364,8,498,150,300
2024-10-14,PHC_012,ORS_SACHET,597,0,19,578,200,400
2024-10-14,PHC_012,PARACETAMOL_500MG,1102,0,38,1064,500,1000
2024-10-14,PHC_012,AMOXICILLIN_500MG,850,0,14,836,300,600
2024-10-14,PHC_012,ANTIMALARIAL_ACT,263,0,4,259,100,250
2024-10-14,PHC_012,ANTIVENOM_VIAL,27,0,0,27,10,25
2024-10-14,PHC_012,INSULIN_VIAL,74,0,6,68,40,80
2024-10-14,PHC_012,ORAL_REHYDRATION_IV,230,0,5,225,80,150
2024-10-14,PHC_012,MEASLES_VACCINE,215,0,2,213,150,300
2024-10-14,PHC_012,ANTIHISTAMINE,360,0,14,346,200,400
2024-10-14,PHC_012,IBUPROFEN_400MG,762,0,34,728,300,600
2024-10-14,PHC_012,COUGH_SYRUP,334,0,10,324,100,200
2024-10-14,PHC_012,ANTIDIARRHEAL,355,0,17,338,150,300
2024-10-14,PHC_012,DENGUE_TEST_KIT,82,0,3,79,50,120
2024-10-14,PHC_012,TETANUS_TOXOID,220,0,0,220,100,200
2024-10-14,PHC_012,ORAL_ANTIBIOTIC_PEDIATRIC,172,0,5,167,150,300
2024-10-14,PHC_013,ORS_SACHET,589,0,15,574,200,400
2024-10-14,PHC_013,PARACETAMOL_500MG,1457,0,31,1426,500,1000
2024-10-14,PHC_013,AMOXICILLIN_500MG,687,0,12,675,300,600
2024-10-14,PHC_013,ANTIMALARIAL_ACT,317,0,8,309,100,250
