date,phc_id,total_beds,occupied_beds,available_beds,occupancy_pct,admissions,discharges
2024-11-11,PHC_052,25,1,24,4.0,0,0
2024-11-11,PHC_053,20,1,19,5.0,0,0
2024-11-11,PHC_054,15,4,11,26.7,1,0
2024-11-11,PHC_055,30,2,28,6.7,1,0
2024-11-11,PHC_056,25,1,24,4.0,0,0
2024-11-11,PHC_057,30,0,30,0.0,0,1
2024-11-11,PHC_058,20,5,15,25.0,1,2
2024-11-11,PHC_059,30,10,20,33.3,2,0
2024-11-11,PHC_060,20,6,14,30.0,0,0
2024-11-11,PHC_061,20,0,20,0.0,0,0
2024-11-11,PHC_062,20,2,18,10.0,1,1
2024-11-11,PHC_063,20,5,15,25.0,3,0
2024-11-11,PHC_064,20,0,20,0.0,0,0
2024-11-11,PHC_065,15,5,10,33.3,2,1
2024-11-11,PHC_066,25,1,24,4.0,0,2
2024-11-11,PHC_067,20,2,18,10.0,0,1
2024-11-11,PHC_068,15,2,13,13.3,0,1
2024-11-11,PHC_069,15,13,2,86.7,4,1
2024-11-11,PHC_070,25,3,22,12.0,1,0
2024-11-11,PHC_071,15,4,11,26.7,1,1
2024-11-11,PHC_072,25,1,24,4.0,0,0
2024-11-11,PHC_073,20,0,20,0.0,0,1
2024-11-11,PHC_074,30,6,24,20.0,2,1
2024-11-11,PHC_075,15,0,15,0.0,0,0
2024-11-11,PHC_076,15,3,12,20.0,2,1
2024-11-11,PHC_077,20,2,18,10.0,1,2
2024-11-11,PHC_078,30,6,24,20.0,3,0
2024-11-11,PHC_079,25,1,24,4.0,0,0
2024-11-11,PHC_080,20,1,19,5.0,0,1
2024-11-11,PHC_081,25,0,25,0.0,0,1
2024-11-11,PHC_082,30,2,28,6.7,1,0
2024-11-11,PHC_083,30,0,30,0.0,0,1
2024-11-11,PHC_084,20,0,20,0.0,0,0
2024-11-11,PHC_085,20,2,18,10.0,1,0
2024-11-11,PHC_086,15,4,11,26.7,0,0
2024-11-11,PHC_087,25,1,24,4.0,0,0
2024-11-11,PHC_088,25,5,20,20.0,3,1
2024-11-11,PHC_089,15,4,11,26.7,0,0
2024-11-11,PHC_090,15,3,12,20.0,0,0
2024-11-12,PHC_001,25,7,18,28.0,3,4
2024-11-12,PHC_002,30,5,25,16.7,0,1
2024-11-12,PHC_003,30,3,27,10.0,1,0
2024-11-12,PHC_004,20,13,7,65.0,1,1
2024-11-12,PHC_005,20,6,14,30.0,0,0
2024-11-12,PHC_006,40,10,30,25.0,1,0
2024-11-12,PHC_007,15,3,12,20.0,1,0
2024-11-12,PHC_008,15,15,0,100.0,3,5
2024-11-12,PHC_009,30,18,12,60.0,3,3
2024-11-12,PHC_010,15,4,11,26.7,0,1
2024-11-12,PHC_011,30,5,25,16.7,0,2
2024-11-12,PHC_012,15,3,12,20.0,0,2
2024-11-12,PHC_013,20,7,13,35.0,2,3
2024-11-12,PHC_014,15,1,14,6.7,0,0
2024-11-12,PHC_015,30,14,16,46.7,2,1
2024-11-12,PHC_016,20,1,19,5.0,0,1
2024-11-12,PHC_017,20,2,18,10.0,0,0
2024-11-12,PHC_018,30,1,29,3.3,0,0
2024-11-12,PHC_019,25,2,23,8.0,0,0
2024-11-12,PHC_020,20,3,17,15.0,0,1
2024-11-12,PHC_021,20,3,17,15.0,0,0
2024-11-12,PHC_022,25,1,24,4.0,1,0
2024-11-12,PHC_023,30,1,29,3.3,0,0
2024-11-12,PHC_024,30,1,29,3.3,0,0
2024-11-12,PHC_025,15,0,15,0.0,0,0
2024-11-12,PHC_026,15,2,13,13.3,1,1
2024-11-12,PHC_027,20,2,18,10.0,2,0
2024-11-12,PHC_028,25,0,25,0.0,0,0
2024-11-12,PHC_029,20,3,17,15.0,0,1
2024-11-12,PHC_030,15,2,13,13.3,0,0
2024-11-12,PHC_031,20,3,17,15.0,1,1
2024-11-12,PHC_032,15,3,12,20.0,1,0
2024-11-12,PHC_033,20,2,18,10.0,0,0
2024-11-12,PHC_034,25,1,24,4.0,0,0
2024-11-12,PHC_035,20,2,18,10.0,2,0
2024-11-12,PHC_036,20,4,16,20.0,2,0
2024-11-12,PHC_037,15,4,11,26.7,1,0
2024-11-12,PHC_038,30,1,29,3.3,0,0
2024-11-12,PHC_039,30,5,25,16.7,0,1
2024-11-12,PHC_040,25,1,24,4.0,0,0
2024-11-12,PHC_041,30,5,25,16.7,1,3
2024-11-12,PHC_042,20,3,17,15.0,2,1
2024-11-12,PHC_043,20,4,16,20.0,1,0
2024-11-12,PHC_044,25,2,23,8.0,1,0
2024-11-12,PHC_045,20,3,17,15.0,1,0
2024-11-12,PHC_046,20,0,20,0.0,0,0
2024-11-12,PHC_047,20,2,18,10.0,2,0
2024-11-12,PHC_048,15,0,15,0.0,0,0
2024-11-12,PHC_049,30,4,26,13.3,2,2
2024-11-12,PHC_050,40,0,40,0.0,0,0
2024-11-12,PHC_051,30,0,30,0.0,0,0
2024-11-12,PHC_052,25,4,21,16.0,3,0
2024-11-12,PHC_053,20,1,19,5.0,0,0
2024-11-12,PHC_054,15,4,11,26.7,0,0
2024-11-12,PHC_055,30,3,27,10.0,1,0
2024-11-12,PHC_056,25,0,25,0.0,0,1
2024-11-12,PHC_057,30,0,30,0.0,0,0
2024-11-12,PHC_058,20,7,13,35.0,2,0
2024-11-12,PHC_059,30,8,22,26.7,1,3
2024-11-12,PHC_060,20,10,10,50.0,4,0
2024-11-12,PHC_061,20,0,20,0.0,0,0
2024-11-12,PHC_062,20,2,18,10.0,0,0
2024-11-12,PHC_063,20,5,15,25.0,0,0
2024-11-12,PHC_064,20,0,20,0.0,0,0
2024-11-12,PHC_065,15,5,10,33.3,0,0
2024-11-12,PHC_066,25,2,23,8.0,1,0
2024-11-12,PHC_067,20,1,19,5.0,0,1
2024-11-12,PHC_068,15,2,13,13.3,2,2
2024-11-12,PHC_069,15,12,3,80.0,3,4
2024-11-12,PHC_070,25,7,18,28.0,4,0
2024-11-12,PHC_071,15,3,12,20.0,2,3
2024-11-12,PHC_072,25,2,23,8.0,1,0
2024-11-12,PHC_073,20,1,19,5.0,1,0
2024-11-12,PHC_074,30,5,25,16.7,0,1
2024-11-12,PHC_075,15,0,15,0.0,0,0
2024-11-12,PHC_076,15,3,12,20.0,0,0
2024-11-12,PHC_077,20,0,20,0.0,0,2
2024-11-12,PHC_078,30,3,27,10.0,0,3
2024-11-12,PHC_079,25,3,22,12.0,2,0
2024-11-12,PHC_080,20,1,19,5.0,0,0
2024-11-12,PHC_081,25,1,24,4.0,1,0
2024-11-12,PHC_082,30,3,27,10.0,1,0
2024-11-12,PHC_083,30,0,30,0.0,0,0
2024-11-12,PHC_084,20,1,19,5.0,1,0
2024-11-12,PHC_085,20,3,17,15.0,1,0
2024-11-12,PHC_086,15,4,11,26.7,0,0
2024-11-12,PHC_087,25,1,24,4.0,0,0
2024-11-12,PHC_088,25,6,19,24.0,1,0
2024-11-12,PHC_089,15,3,12,20.0,1,2
2024-11-12,PHC_090,15,3,12,20.0,1,1
2024-11-13,PHC_001,25,7,18,28.0,0,0
2024-11-13,PHC_002,30,5,25,16.7,0,0
2024-11-13,PHC_003,30,4,26,13.3,1,0
2024-11-13,PHC_004,20,12,8,60.0,1,2
2024-11-13,PHC_005,20,4,16,20.0,1,3
2024-11-13,PHC_006,40,9,31,22.5,1,2
2024-11-13,PHC_007,15,3,12,20.0,2,2
2024-11-13,PHC_008,15,15,0,100.0,4,4
2024-11-13,PHC_009,30,20,10,66.7,5,3
2024-11-13,PHC_010,15,2,13,13.3,0,2
2024-11-13,PHC_011,30,5,25,16.7,2,2
2024-11-13,PHC_012,15,2,13,13.3,0,1
2024-11-13,PHC_013,20,9,11,45.0,2,0
2024-11-13,PHC_014,15,1,14,6.7,0,0
2024-11-13,PHC_015,30,13,17,43.3,1,2
2024-11-13,PHC_016,20,1,19,5.0,0,0
2024-11-13,PHC_017,20,1,19,5.0,0,1
2024-11-13,PHC_018,30,2,28,6.7,1,0
2024-11-13,PHC_019,25,2,23,8.0,0,0
2024-11-13,PHC_020,20,3,17,15.0,1,1
2024-11-13,PHC_021,20,2,18,10.0,1,2
2024-11-13,PHC_022,25,2,23,8.0,1,0
2024-11-13,PHC_023,30,1,29,3.3,1,1
2024-11-13,PHC_024,30,2,28,6.7,1,0
2024-11-13,PHC_025,15,0,15,0.0,0,0
2024-11-13,PHC_026,15,2,13,13.3,0,0
2024-11-13,PHC_027,20,2,18,10.0,0,0
2024-11-13,PHC_028,25,1,24,4.0,1,0
2024-11-13,PHC_029,20,2,18,10.0,1,2
2024-11-13,PHC_030,15,2,13,13.3,0,0
2024-11-13,PHC_031,20,5,15,25.0,3,1
2024-11-13,PHC_032,15,3,12,20.0,1,1
2024-11-13,PHC_033,20,2,18,10.0,0,0
2024-11-13,PHC_034,25,2,23,8.0,1,0
2024-11-13,PHC_035,20,1,19,5.0,0,1
2024-11-13,PHC_036,20,4,16,20.0,0,0
2024-11-13,PHC_037,15,4,11,26.7,1,1
2024-11-13,PHC_038,30,0,30,0.0,0,1
2024-11-13,PHC_039,30,3,27,10.0,1,3
2024-11-13,PHC_040,25,1,24,4.0,0,0
2024-11-13,PHC_041,30,4,26,13.3,1,2
2024-11-13,PHC_042,20,3,17,15.0,0,0
2024-11-13,PHC_043,20,2,18,10.0,0,2
2024-11-13,PHC_044,25,2,23,8.0,0,0
2024-11-13,PHC_045,20,3,17,15.0,0,0
2024-11-13,PHC_046,20,0,20,0.0,0,0
2024-11-13,PHC_047,20,2,18,10.0,0,0
2024-11-13,PHC_048,15,0,15,0.0,0,0
2024-11-13,PHC_049,30,4,26,13.3,0,0
2024-11-13,PHC_050,40,0,40,0.0,0,0
2024-11-13,PHC_051,30,2,28,6.7,2,0
2024-11-13,PHC_052,25,7,18,28.0,3,0
2024-11-13,PHC_053,20,0,20,0.0,0,1
2024-11-13,PHC_054,15,2,13,13.3,0,2
2024-11-13,PHC_055,30,5,25,16.7,2,0
2024-11-13,PHC_056,25,0,25,0.0,0,0
2024-11-13,PHC_057,30,0,30,0.0,0,0
2024-11-13,PHC_058,20,6,14,30.0,2,3
2024-11-13,PHC_059,30,7,23,23.3,1,2
2024-11-13,PHC_060,20,9,11,45.0,2,3
2024-11-13,PHC_061,20,1,19,5.0,1,0
2024-11-13,PHC_062,20,3,17,15.0,1,0
2024-11-13,PHC_063,20,4,16,20.0,0,1
2024-11-13,PHC_064,20,0,20,0.0,0,0
2024-11-13,PHC_065,15,4,11,26.7,0,1
2024-11-13,PHC_066,25,0,25,0.0,0,2
2024-11-13,PHC_067,20,1,19,5.0,1,1
2024-11-13,PHC_068,15,3,12,20.0,1,0
2024-11-13,PHC_069,15,16,0,106.7,5,1
2024-11-13,PHC_070,25,9,16,36.0,3,1
2024-11-13,PHC_071,15,5,10,33.3,2,0
2024-11-13,PHC_072,25,3,22,12.0,1,0
2024-11-13,PHC_073,20,0,20,0.0,0,1
2024-11-13,PHC_074,30,4,26,13.3,0,1
2024-11-13,PHC_075,15,0,15,0.0,0,0
2024-11-13,PHC_076,15,3,12,20.0,0,0
2024-11-13,PHC_077,20,0,20,0.0,0,0
2024-11-13,PHC_078,30,2,28,6.7,0,1
2024-11-13,PHC_079,25,4,21,16.0,1,0
2024-11-13,PHC_080,20,1,19,5.0,0,0
2024-11-13,PHC_081,25,2,23,8.0,1,0
2024-11-13,PHC_082,30,3,27,10.0,0,0
2024-11-13,PHC_083,30,0,30,0.0,0,0
2024-11-13,PHC_084,20,1,19,5.0,1,1
2024-11-13,PHC_085,20,4,16,20.0,1,0
2024-11-13,PHC_086,15,1,14,6.7,0,3
2024-11-13,PHC_087,25,0,25,0.0,0,1
2024-11-13,PHC_088,25,8,17,32.0,2,0
2024-11-13,PHC_089,15,5,10,33.3,2,0
2024-11-13,PHC_090,15,3,12,20.0,1,1
2024-11-14,PHC_001,25,6,19,24.0,1,2
2024-11-14,PHC_002,30,3,27,10.0,1,3
2024-11-14,PHC_003,30,4,26,13.3,1,1
2024-11-14,PHC_004,20,9,11,45.0,0,3
2024-11-14,PHC_005,20,4,16,20.0,0,0
2024-11-14,PHC_006,40,10,30,25.0,1,0
2024-11-14,PHC_007,15,3,12,20.0,0,0
2024-11-14,PHC_008,15,16,0,106.7,5,4
2024-11-14,PHC_009,30,21,9,70.0,4,3
2024-11-14,PHC_010,15,2,13,13.3,1,1
2024-11-14,PHC_011,30,5,25,16.7,2,2
2024-11-14,PHC_012,15,2,13,13.3,1,1
2024-11-14,PHC_013,20,9,11,45.0,1,1
2024-11-14,PHC_014,15,1,14,6.7,1,1
2024-11-14,PHC_015,30,10,20,33.3,2,5
2024-11-14,PHC_016,20,2,18,10.0,1,0
2024-11-14,PHC_017,20,0,20,0.0,0,1
2024-11-14,PHC_018,30,2,28,6.7,0,0
2024-11-14,PHC_019,25,1,24,4.0,0,1
2024-11-14,PHC_020,20,3,17,15.0,2,2
2024-11-14,PHC_021,20,1,19,5.0,0,1
2024-11-14,PHC_022,25,3,22,12.0,1,0
2024-11-14,PHC_023,30,1,29,3.3,0,0
2024-11-14,PHC_024,30,1,29,3.3,0,1
2024-11-14,PHC_025,15,0,15,0.0,0,0
2024-11-14,PHC_026,15,2,13,13.3,0,0
2024-11-14,PHC_027,20,1,19,5.0,0,1
2024-11-14,PHC_028,25,1,24,4.0,0,0
2024-11-14,PHC_029,20,2,18,10.0,0,0
2024-11-14,PHC_030,15,1,14,6.7,0,1
2024-11-14,PHC_031,20,4,16,20.0,0,1
2024-11-14,PHC_032,15,2,13,13.3,0,1
2024-11-14,PHC_033,20,2,18,10.0,0,0
2024-11-14,PHC_034,25,2,23,8.0,1,1
2024-11-14,PHC_035,20,1,19,5.0,1,1
2024-11-14,PHC_036,20,1,19,5.0,0,3
2024-11-14,PHC_037,15,2,13,13.3,0,2
2024-11-14,PHC_038,30,0,30,0.0,0,0
2024-11-14,PHC_039,30,2,28,6.7,0,1
2024-11-14,PHC_040,25,1,24,4.0,0,0
2024-11-14,PHC_041,30,3,27,10.0,0,1
2024-11-14,PHC_042,20,1,19,5.0,0,2
2024-11-14,PHC_043,20,6,14,30.0,4,0
2024-11-14,PHC_044,25,4,21,16.0,2,0
2024-11-14,PHC_045,20,3,17,15.0,0,0
2024-11-14,PHC_046,20,1,19,5.0,1,0
2024-11-14,PHC_047,20,1,19,5.0,0,1
2024-11-14,PHC_048,15,0,15,0.0,0,0
2024-11-14,PHC_049,30,4,26,13.3,0,0
2024-11-14,PHC_050,40,0,40,0.0,0,0
2024-11-14,PHC_051,30,3,27,10.0,1,0
2024-11-14,PHC_052,25,6,19,24.0,0,1
2024-11-14,PHC_053,20,3,17,15.0,3,0
2024-11-14,PHC_054,15,2,13,13.3,0,0
2024-11-14,PHC_055,30,4,26,13.3,1,2
2024-11-14,PHC_056,25,0,25,0.0,0,0
2024-11-14,PHC_057,30,0,30,0.0,0,0
2024-11-14,PHC_058,20,6,14,30.0,1,1
2024-11-14,PHC_059,30,5,25,16.7,0,2
2024-11-14,PHC_060,20,10,10,50.0,4,3
2024-11-14,PHC_061,20,1,19,5.0,0,0
2024-11-14,PHC_062,20,3,17,15.0,1,1
2024-11-14,PHC_063,20,4,16,20.0,1,1
2024-11-14,PHC_064,20,0,20,0.0,0,0
2024-11-14,PHC_065,15,4,11,26.7,0,0
2024-11-14,PHC_066,25,0,25,0.0,0,0
2024-11-14,PHC_067,20,2,18,10.0,1,0
2024-11-14,PHC_068,15,3,12,20.0,0,0
2024-11-14,PHC_069,15,18,0,120.0,4,2
2024-11-14,PHC_070,25,9,16,36.0,1,1
2024-11-14,PHC_071,15,7,8,46.7,3,1
2024-11-14,PHC_072,25,6,19,24.0,3,0
2024-11-14,PHC_073,20,0,20,0.0,0,0
2024-11-14,PHC_074,30,2,28,6.7,0,2
2024-11-14,PHC_075,15,0,15,0.0,0,0
2024-11-14,PHC_076,15,4,11,26.7,1,0
2024-11-14,PHC_077,20,0,20,0.0,0,0
2024-11-14,PHC_078,30,3,27,10.0,1,0
2024-11-14,PHC_079,25,4,21,16.0,1,1
2024-11-14,PHC_080,20,1,19,5.0,0,0
2024-11-14,PHC_081,25,1,24,4.0,0,1
2024-11-14,PHC_082,30,1,29,3.3,0,2
2024-11-14,PHC_083,30,1,29,3.3,1,0
2024-11-14,PHC_084,20,1,19,5.0,0,0
2024-11-14,PHC_085,20,3,17,15.0,0,1
2024-11-14,PHC_086,15,1,14,6.7,0,0
2024-11-14,PHC_087,25,0,25,0.0,0,0
2024-11-14,PHC_088,25,6,19,24.0,0,2
2024-11-14,PHC_089,15,6,9,40.0,2,1
2024-11-14,PHC_090,15,5,10,33.3,2,0
2024-11-15,PHC_001,25,6,19,24.0,0,0
2024-11-15,PHC_002,30,4,26,13.3,1,0
2024-11-15,PHC_003,30,4,26,13.3,0,0
2024-11-15,PHC_004,20,9,11,45.0,2,2
2024-11-15,PHC_005,20,2,18,10.0,0,2
2024-11-15,PHC_006,40,10,30,25.0,1,1
2024-11-15,PHC_007,15,4,11,26.7,1,0
2024-11-15,PHC_008,15,12,3,80.0,0,4
2024-11-15,PHC_009,30,16,14,53.3,1,6
2024-11-15,PHC_010,15,2,13,13.3,1,1
2024-11-15,PHC_011,30,4,26,13.3,0,1
2024-11-15,PHC_012,15,2,13,13.3,0,0
2024-11-15,PHC_013,20,12,8,60.0,3,0
2024-11-15,PHC_014,15,1,14,6.7,0,0
2024-11-15,PHC_015,30,9,21,30.0,1,2
2024-11-15,PHC_016,20,5,15,25.0,3,0
2024-11-15,PHC_017,20,1,19,5.0,1,0
2024-11-15,PHC_018,30,1,29,3.3,0,1
2024-11-15,PHC_019,25,1,24,4.0,0,0
2024-11-15,PHC_020,20,4,16,20.0,1,0
2024-11-15,PHC_021,20,1,19,5.0,1,1
2024-11-15,PHC_022,25,3,22,12.0,1,1
2024-11-15,PHC_023,30,1,29,3.3,0,0
2024-11-15,PHC_024,30,3,27,10.0,2,0
2024-11-15,PHC_025,15,0,15,0.0,0,0
2024-11-15,PHC_026,15,3,12,20.0,1,0
2024-11-15,PHC_027,20,2,18,10.0,1,0
2024-11-15,PHC_028,25,2,23,8.0,1,0
2024-11-15,PHC_029,20,4,16,20.0,2,0
2024-11-15,PHC_030,15,1,14,6.7,1,1
2024-11-15,PHC_031,20,4,16,20.0,1,1
2024-11-15,PHC_032,15,2,13,13.3,0,0
2024-11-15,PHC_033,20,1,19,5.0,0,1
2024-11-15,PHC_034,25,1,24,4.0,0,1
2024-11-15,PHC_035,20,0,20,0.0,0,1
2024-11-15,PHC_036,20,1,19,5.0,1,1
2024-11-15,PHC_037,15,2,13,13.3,1,1
2024-11-15,PHC_038,30,0,30,0.0,0,0
2024-11-15,PHC_039,30,1,29,3.3,0,1
2024-11-15,PHC_040,25,2,23,8.0,1,0
2024-11-15,PHC_041,30,3,27,10.0,1,1
2024-11-15,PHC_042,20,1,19,5.0,1,1
2024-11-15,PHC_043,20,8,12,40.0,2,0
2024-11-15,PHC_044,25,4,21,16.0,1,1
2024-11-15,PHC_045,20,3,17,15.0,1,1
2024-11-15,PHC_046,20,1,19,5.0,0,0
2024-11-15,PHC_047,20,1,19,5.0,0,0
2024-11-15,PHC_048,15,0,15,0.0,0,0
2024-11-15,PHC_049,30,6,24,20.0,2,0
2024-11-15,PHC_050,40,0,40,0.0,0,0
2024-11-15,PHC_051,30,3,27,10.0,0,0
2024-11-15,PHC_052,25,2,23,8.0,0,4
2024-11-15,PHC_053,20,3,17,15.0,0,0
2024-11-15,PHC_054,15,2,13,13.3,0,0
2024-11-15,PHC_055,30,5,25,16.7,1,0
2024-11-15,PHC_056,25,0,25,0.0,0,0
2024-11-15,PHC_057,30,1,29,3.3,1,0
2024-11-15,PHC_058,20,8,12,40.0,2,0
2024-11-15,PHC_059,30,7,23,23.3,3,1
2024-11-15,PHC_060,20,12,8,60.0,3,1
2024-11-15,PHC_061,20,1,19,5.0,0,0
2024-11-15,PHC_062,20,4,16,20.0,2,1
2024-11-15,PHC_063,20,4,16,20.0,0,0
2024-11-15,PHC_064,20,0,20,0.0,0,0
2024-11-15,PHC_065,15,4,11,26.7,1,1
2024-11-15,PHC_066,25,2,23,8.0,2,0
2024-11-15,PHC_067,20,1,19,5.0,0,1
2024-11-15,PHC_068,15,3,12,20.0,1,1
2024-11-15,PHC_069,15,20,0,133.3,5,3
2024-11-15,PHC_070,25,8,17,32.0,2,3
2024-11-15,PHC_071,15,7,8,46.7,3,3
2024-11-15,PHC_072,25,7,18,28.0,2,1
2024-11-15,PHC_073,20,0,20,0.0,0,0
2024-11-15,PHC_074,30,1,29,3.3,0,1
2024-11-15,PHC_075,15,0,15,0.0,0,0
2024-11-15,PHC_076,15,3,12,20.0,1,2
2024-11-15,PHC_077,20,0,20,0.0,0,0
2024-11-15,PHC_078,30,4,26,13.3,1,0
2024-11-15,PHC_079,25,4,21,16.0,0,0
2024-11-15,PHC_080,20,1,19,5.0,0,0
2024-11-15,PHC_081,25,2,23,8.0,1,0
2024-11-15,PHC_082,30,1,29,3.3,0,0
2024-11-15,PHC_083,30,2,28,6.7,1,0
2024-11-15,PHC_084,20,1,19,5.0,0,0
2024-11-15,PHC_085,20,4,16,20.0,2,1
2024-11-15,PHC_086,15,2,13,13.3,1,0
2024-11-15,PHC_087,25,0,25,0.0,0,0
2024-11-15,PHC_088,25,2,23,8.0,0,4
2024-11-15,PHC_089,15,6,9,40.0,0,0
2024-11-15,PHC_090,15,6,9,40.0,1,0
2024-11-16,PHC_001,25,6,19,24.0,0,0
2024-11-16,PHC_002,30,4,26,13.3,0,0
2024-11-16,PHC_003,30,3,27,10.0,0,1
2024-11-16,PHC_004,20,10,10,50.0,4,3
2024-11-16,PHC_005,20,4,16,20.0,2,0
2024-11-16,PHC_006,40,9,31,22.5,1,2
2024-11-16,PHC_007,15,5,10,33.3,1,0
2024-11-16,PHC_008,15,11,4,73.3,1,2
2024-11-16,PHC_009,30,15,15,50.0,2,3
2024-11-16,PHC_010,15,3,12,20.0,1,0
2024-11-16,PHC_011,30,4,26,13.3,0,0
2024-11-16,PHC_012,15,2,13,13.3,1,1
2024-11-16,PHC_013,20,12,8,60.0,2,2
2024-11-16,PHC_014,15,2,13,13.3,1,0
2024-11-16,PHC_015,30,11,19,36.7,3,1
2024-11-16,PHC_016,20,4,16,20.0,1,2
2024-11-16,PHC_017,20,1,19,5.0,1,1
2024-11-16,PHC_018,30,2,28,6.7,1,0
2024-11-16,PHC_019,25,1,24,4.0,0,0
2024-11-16,PHC_020,20,5,15,25.0,1,0
2024-11-16,PHC_021,20,2,18,10.0,1,0
2024-11-16,PHC_022,25,3,22,12.0,0,0
2024-11-16,PHC_023,30,1,29,3.3,0,0
2024-11-16,PHC_024,30,3,27,10.0,1,1
2024-11-16,PHC_025,15,0,15,0.0,0,0
2024-11-16,PHC_026,15,3,12,20.0,1,1
2024-11-16,PHC_027,20,1,19,5.0,0,1
2024-11-16,PHC_028,25,1,24,4.0,0,1
2024-11-16,PHC_029,20,3,17,15.0,1,2
2024-11-16,PHC_030,15,2,13,13.3,1,0
2024-11-16,PHC_031,20,5,15,25.0,2,1
2024-11-16,PHC_032,15,1,14,6.7,1,2
2024-11-16,PHC_033,20,1,19,5.0,0,0
2024-11-16,PHC_034,25,1,24,4.0,0,0
2024-11-16,PHC_035,20,2,18,10.0,2,0
2024-11-16,PHC_036,20,2,18,10.0,1,0
2024-11-16,PHC_037,15,3,12,20.0,1,0
2024-11-16,PHC_038,30,0,30,0.0,0,0
2024-11-16,PHC_039,30,3,27,10.0,3,1
2024-11-16,PHC_040,25,1,24,4.0,0,1
2024-11-16,PHC_041,30,4,26,13.3,1,0
2024-11-16,PHC_042,20,2,18,10.0,1,0
2024-11-16,PHC_043,20,7,13,35.0,0,1
2024-11-16,PHC_044,25,4,21,16.0,0,0
2024-11-16,PHC_045,20,3,17,15.0,0,0
2024-11-16,PHC_046,20,1,19,5.0,0,0
2024-11-16,PHC_047,20,1,19,5.0,0,0
2024-11-16,PHC_048,15,1,14,6.7,1,0
2024-11-16,PHC_049,30,3,27,10.0,0,3
2024-11-16,PHC_050,40,0,40,0.0,0,0
2024-11-16,PHC_051,30,2,28,6.7,0,1
2024-11-16,PHC_052,25,2,23,8.0,1,1
2024-11-16,PHC_053,20,4,16,20.0,1,0
2024-11-16,PHC_054,15,3,12,20.0,1,0
2024-11-16,PHC_055,30,6,24,20.0,1,0
2024-11-16,PHC_056,25,0,25,0.0,0,0
2024-11-16,PHC_057,30,3,27,10.0,2,0
2024-11-16,PHC_058,20,8,12,40.0,2,2
2024-11-16,PHC_059,30,5,25,16.7,0,2
2024-11-16,PHC_060,20,12,8,60.0,3,3
2024-11-16,PHC_061,20,2,18,10.0,1,0
2024-11-16,PHC_062,20,4,16,20.0,1,1
2024-11-16,PHC_063,20,4,16,20.0,1,1
2024-11-16,PHC_064,20,0,20,0.0,0,0
2024-11-16,PHC_065,15,4,11,26.7,1,1
2024-11-16,PHC_066,25,1,24,4.0,0,1
2024-11-16,PHC_067,20,2,18,10.0,1,0
2024-11-16,PHC_068,15,3,12,20.0,0,0
2024-11-16,PHC_069,15,19,0,126.7,5,6
2024-11-16,PHC_070,25,6,19,24.0,1,3
2024-11-16,PHC_071,15,6,9,40.0,2,3
2024-11-16,PHC_072,25,6,19,24.0,1,2
2024-11-16,PHC_073,20,0,20,0.0,0,0
2024-11-16,PHC_074,30,2,28,6.7,1,0
2024-11-16,PHC_075,15,0,15,0.0,0,0
2024-11-16,PHC_076,15,2,13,13.3,0,1
2024-11-16,PHC_077,20,0,20,0.0,0,0
2024-11-16,PHC_078,30,6,24,20.0,2,0
2024-11-16,PHC_079,25,5,20,20.0,1,0
2024-11-16,PHC_080,20,1,19,5.0,0,0
2024-11-16,PHC_081,25,2,23,8.0,0,0
2024-11-16,PHC_082,30,0,30,0.0,0,1
2024-11-16,PHC_083,30,2,28,6.7,0,0
2024-11-16,PHC_084,20,1,19,5.0,0,0
2024-11-16,PHC_085,20,3,17,15.0,1,2
2024-11-16,PHC_086,15,1,14,6.7,0,1
2024-11-16,PHC_087,25,0,25,0.0,0,0
2024-11-16,PHC_088,25,3,22,12.0,1,0
2024-11-16,PHC_089,15,7,8,46.7,1,0
2024-11-16,PHC_090,15,5,10,33.3,0,1
2024-11-17,PHC_001,25,4,21,16.0,0,2
2024-11-17,PHC_002,30,1,29,3.3,0,3
2024-11-17,PHC_003,30,3,27,10.0,0,0
2024-11-17,PHC_004,20,11,9,55.0,2,1
2024-11-17,PHC_005,20,3,17,15.0,0,1
2024-11-17,PHC_006,40,4,36,10.0,0,5
2024-11-17,PHC_007,15,4,11,26.7,0,1
2024-11-17,PHC_008,15,13,2,86.7,5,3
2024-11-17,PHC_009,30,15,15,50.0,2,2
2024-11-17,PHC_010,15,3,12,20.0,0,0
2024-11-17,PHC_011,30,3,27,10.0,0,1
2024-11-17,PHC_012,15,1,14,6.7,1,2
2024-11-17,PHC_013,20,11,9,55.0,1,2
2024-11-17,PHC_014,15,1,14,6.7,0,1
2024-11-17,PHC_015,30,8,22,26.7,0,3
2024-11-17,PHC_016,20,3,17,15.0,0,1
2024-11-17,PHC_017,20,3,17,15.0,2,0
2024-11-17,PHC_018,30,2,28,6.7,0,0
2024-11-17,PHC_019,25,2,23,8.0,1,0
2024-11-17,PHC_020,20,5,15,25.0,1,1
2024-11-17,PHC_021,20,3,17,15.0,1,0
2024-11-17,PHC_022,25,6,19,24.0,3,0
2024-11-17,PHC_023,30,1,29,3.3,0,0
2024-11-17,PHC_024,30,3,27,10.0,0,0
2024-11-17,PHC_025,15,1,14,6.7,1,0
2024-11-17,PHC_026,15,2,13,13.3,0,1
2024-11-17,PHC_027,20,2,18,10.0,1,0
2024-11-17,PHC_028,25,3,22,12.0,2,0
